Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
мы становимся красными (diventare rossi);Noi diventiamo rossi.;diventare;Presente;regular_are;680
вы становитесь красными (diventare rossi);Voi diventate rossi.;diventare;Presente;regular_are;680
они становятся красными (diventare rossi);Loro diventano rossi.;diventare;Presente;regular_are;680
я становился красным (diventare rossi);Io diventavo rosso.;diventare;Imperfetto;regular_are;680
ты становился красным (diventare rossi);Tu diventavi rosso.;diventare;Imperfetto;regular_are;680
он становился красным (diventare rossi);Lui diventava rosso.;diventare;Imperfetto;regular_are;680
она становилась красной (diventare rossi);Lei diventava rossa.;diventare;Imperfetto;regular_are;680
мы становились красными (diventare rossi);Noi diventavamo rossi.;diventare;Imperfetto;regular_are;680
вы становились красными (diventare rossi);Voi diventavate rossi.;diventare;Imperfetto;regular_are;680
они становились красными (diventare rossi);Loro diventavano rossi.;diventare;Imperfetto;regular_are;680
я стал красным (diventare rossi);Io diventai rosso.;diventare;Passato Remoto;regular_are;680
ты стал красным (diventare rossi);Tu diventasti rosso.;diventare;Passato Remoto;regular_are;680
он стал красным (diventare rossi);Lui diventò rosso.;diventare;Passato Remoto;regular_are;680
она стала красной (diventare rossi);Lei diventò rossa.;diventare;Passato Remoto;regular_are;680
мы стали красными (diventare rossi);Noi diventammo rossi.;diventare;Passato Remoto;regular_are;680
вы стали красными (diventare rossi);Voi diventaste rossi.;diventare;Passato Remoto;regular_are;680
они стали красными (diventare rossi);Loro diventarono rossi.;diventare;Passato Remoto;regular_are;680
я стал красным (diventare rossi);Io sono diventato rosso.;diventare;Passato Prossimo;regular_are;680
ты стал красным (diventare rossi);Tu sei diventato rosso.;diventare;Passato Prossimo;regular_are;680
он стал красным (diventare rossi);Lui è diventato rosso.;diventare;Passato Prossimo;regular_are;680
она стала красной (diventare rossi);Lei è diventata rossa.;diventare;Passato Prossimo;regular_are;680
мы стали красными (diventare rossi);Noi siamo diventati rossi.;diventare;Passato Prossimo;regular_are;680
вы стали красными (diventare rossi);Voi siete diventati rossi.;diventare;Passato Prossimo;regular_are;680
они стали красными (diventare rossi);Loro sono diventati rossi.;diventare;Passato Prossimo;regular_are;680
я уже стал красным (diventare);Io ero diventato rosso.;diventare;Trapassato Prossimo;regular_are;680
ты уже стал красным (diventare);Tu eri diventato rosso.;diventare;Trapassato Prossimo;regular_are;680
он уже стал красным (diventare);Lui era diventato rosso.;diventare;Trapassato Prossimo;regular_are;680
она уже стала красной (diventare);Lei era diventata rossa.;diventare;Trapassato Prossimo;regular_are;680
мы уже стали красными (diventare);Noi eravamo diventati rossi.;diventare;Trapassato Prossimo;regular_are;680
вы уже стали красными (diventare);Voi eravate diventati rossi.;diventare;Trapassato Prossimo;regular_are;680
они уже стали красными (diventare);Loro erano diventati rossi.;diventare;Trapassato Prossimo;regular_are;680
я стану красным (diventare rossi);Io diventerò rosso.;diventare;Futuro Semplice;regular_are;680
ты станешь красным (diventare rossi);Tu diventerai rosso.;diventare;Futuro Semplice;regular_are;680
он станет красным (diventare rossi);Lui diventerà rosso.;diventare;Futuro Semplice;regular_are;680
она станет красной (diventare rossi);Lei diventerà rossa.;diventare;Futuro Semplice;regular_are;680
мы станем красными (diventare rossi);Noi diventeremo rossi.;diventare;Futuro Semplice;regular_are;680
вы станете красными (diventare rossi);Voi diventerete rossi.;diventare;Futuro Semplice;regular_are;680
они станут красными (diventare rossi);Loro diventeranno rossi.;diventare;Futuro Semplice;regular_are;680
я успею стать красным (diventare rossi);Io sarò diventato rosso.;diventare;Futuro Anteriore;regular_are;680
ты успеешь стать красным (diventare rossi);Tu sarai diventato rosso.;diventare;Futuro Anteriore;regular_are;680
он успеет стать красным (diventare rossi);Lui sarà diventato rosso.;diventare;Futuro Anteriore;regular_are;680
она успеет стать красной (diventare rossi);Lei sarà diventata rossa.;diventare;Futuro Anteriore;regular_are;680
мы успеем стать красными (diventare rossi);Noi saremo diventati rossi.;diventare;Futuro Anteriore;regular_are;680
вы успеете стать красными (diventare rossi);Voi sarete diventati rossi.;diventare;Futuro Anteriore;regular_are;680
они успеют стать красными (diventare rossi);Loro saranno diventati rossi.;diventare;Futuro Anteriore;regular_are;680
я бы стал красным (diventare rossi);Io diventerei rosso.;diventare;Condizionale Presente;regular_are;680
ты бы стал красным (diventare rossi);Tu diventeresti rosso.;diventare;Condizionale Presente;regular_are;680
он бы стал красным (diventare rossi);Lui diventerebbe rosso.;diventare;Condizionale Presente;regular_are;680
она бы стала красной (diventare rossi);Lei diventerebbe rossa.;diventare;Condizionale Presente;regular_are;680
мы бы стали красными (diventare rossi);Noi diventeremmo rossi.;diventare;Condizionale Presente;regular_are;680
вы бы стали красными (diventare rossi);Voi diventereste rossi.;diventare;Condizionale Presente;regular_are;680
они бы стали красными (diventare rossi);Loro diventerebbero rossi.;diventare;Condizionale Presente;regular_are;680
я бы стал красным (diventare rosso);Io sarei diventato rosso.;diventare;Condizionale Passato;regular_are;680
ты бы стал красным (diventare rosso);Tu saresti diventato rosso.;diventare;Condizionale Passato;regular_are;680
он бы стал красным (diventare rosso);Lui sarebbe diventato rosso.;diventare;Condizionale Passato;regular_are;680
она бы стала красной (diventare rosso);Lei sarebbe diventata rossa.;diventare;Condizionale Passato;regular_are;680
мы бы стали красными (diventare rossi);Noi saremmo diventati rossi.;diventare;Condizionale Passato;regular_are;680
вы бы стали красными (diventare rossi);Voi sareste diventati rossi.;diventare;Condizionale Passato;regular_are;680
они бы стали красными (diventare rossi);Loro sarebbero diventati rossi.;diventare;Condizionale Passato;regular_are;680
я хочу, чтобы они стали красными (diventare rossi);Io voglio che loro diventino rossi.;diventare;Congiuntivo Presente;regular_are;680
он хочет, чтобы ты стал красным (diventare rosso);Lui vuole che tu diventi rosso.;diventare;Congiuntivo Presente;regular_are;680
я думаю, что он станет красным (diventare rosso);Io penso che lui diventi rosso.;diventare;Congiuntivo Presente;regular_are;680
я думаю, что она станет красной (diventare rossa);Io penso che lei diventi rossa.;diventare;Congiuntivo Presente;regular_are;680
он надеется, что мы станем красными (diventare rossi);Lui spera che noi diventiamo rossi.;diventare;Congiuntivo Presente;regular_are;680
я думаю, что вы станете красными (diventare rossi);Io penso che voi diventiate rossi.;diventare;Congiuntivo Presente;regular_are;680
я думаю, что они станут красными (diventare rossi);Io penso che loro diventino rossi.;diventare;Congiuntivo Presente;regular_are;680
она хотела, чтобы я стал красным (diventare rossi);Lei voleva che io diventassi rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
он думал, что ты станешь красным (diventare rossi);Lui pensava che tu diventassi rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
я надеялся, что он станет красным (diventare rossi);Io speravo che lui diventasse rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
мы верили, что она станет красной (diventare rossi);Noi credevamo che lei diventasse rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
они хотели, чтобы мы стали красными (diventare rossi);Loro volevano che noi diventassimo rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
я боялся, что вы станете красными (diventare rossi);Io temevo che voi diventaste rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
он думал, что они станут красными (diventare rossi);Lui pensava che loro diventassero rossi.;diventare;Congiuntivo Imperfetto;regular_are;680
он думает, что я стал красным (diventare rossi);Lui pensa che io sia diventato rosso.;diventare;Congiuntivo Passato;regular_are;680
она верит, что ты стал красным (diventare rossi);Lei crede che tu sia diventato rosso.;diventare;Congiuntivo Passato;regular_are;680
я думаю, что он стал красным (diventare rossi);Io penso che lui sia diventato rosso.;diventare;Congiuntivo Passato;regular_are;680
мы надеемся, что она стала красной (diventare rossi);Noi speriamo che lei sia diventata rossa.;diventare;Congiuntivo Passato;regular_are;680
ты думаешь, что мы стали красными (diventare rossi);Tu pensi che noi siamo diventati rossi.;diventare;Congiuntivo Passato;regular_are;680
он верит, что вы стали красными (diventare rossi);Lui crede che voi siate diventati rossi.;diventare;Congiuntivo Passato;regular_are;680
я думаю, что они стали красными (diventare rossi);Io penso che loro siano diventati rossi.;diventare;Congiuntivo Passato;regular_are;680
я ошибаюсь в дороге (sbagliare strada);Io sbaglio la strada.;sbagliare;Presente;regular_ciare_giare;682
ты ошибаешься в дороге (sbagliare strada);Tu sbagli la strada.;sbagliare;Presente;regular_ciare_giare;682
он ошибается в дороге (sbagliare strada);Lui sbaglia la strada.;sbagliare;Presente;regular_ciare_giare;682
она ошибается в дороге (sbagliare strada);Lei sbaglia la strada.;sbagliare;Presente;regular_ciare_giare;682
мы ошибаемся в дороге (sbagliare strada);Noi sbagliamo la strada.;sbagliare;Presente;regular_ciare_giare;682
вы ошибаетесь в дороге (sbagliare strada);Voi sbagliate la strada.;sbagliare;Presente;regular_ciare_giare;682
они ошибаются в дороге (sbagliare strada);Loro sbagliano la strada.;sbagliare;Presente;regular_ciare_giare;682
я ошибался в дороге (sbagliare strada);Io sbagliavo la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
ты ошибался в дороге (sbagliare strada);Tu sbagliavi la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
он ошибался в дороге (sbagliare strada);Lui sbagliava la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
она ошибалась в дороге (sbagliare strada);Lei sbagliava la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
мы ошибались в дороге (sbagliare strada);Noi sbagliavamo la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
вы ошибались в дороге (sbagliare strada);Voi sbagliavate la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
они ошибались в дороге (sbagliare strada);Loro sbagliavano la strada.;sbagliare;Imperfetto;regular_ciare_giare;682
я ошибся в дороге (sbagliare strada);Io sbagliai la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
ты ошибся в дороге (sbagliare strada);Tu sbagliasti la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
он ошибся в дороге (sbagliare strada);Lui sbagliò la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
она ошиблась в дороге (sbagliare strada);Lei sbagliò la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
мы ошиблись в дороге (sbagliare strada);Noi sbagliammo la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
вы ошиблись в дороге (sbagliare strada);Voi sbagliaste la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
они ошиблись в дороге (sbagliare strada);Loro sbagliarono la strada.;sbagliare;Passato Remoto;regular_ciare_giare;682
я сбился с пути (aver sbagliato strada);Io ho sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
ты сбился с пути (aver sbagliato strada);Tu hai sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
он сбился с пути (aver sbagliato strada);Lui ha sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
она сбилась с пути (aver sbagliato strada);Lei ha sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
мы сбились с пути (aver sbagliato strada);Noi abbiamo sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
вы сбились с пути (aver sbagliato strada);Voi avete sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
они сбились с пути (aver sbagliato strada);Loro hanno sbagliato strada.;sbagliare;Passato Prossimo;regular_ciare_giare;682
я уже перепутал дорогу (aver sbagliato strada);Io avevo sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
ты уже перепутал дорогу (aver sbagliato strada);Tu avevi sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
он уже перепутал дорогу (aver sbagliato strada);Lui aveva sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
она уже перепутала дорогу (aver sbagliato strada);Lei aveva sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
мы уже перепутали дорогу (aver sbagliato strada);Noi avevamo sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
вы уже перепутали дорогу (aver sbagliato strada);Voi avevate sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
они уже перепутали дорогу (aver sbagliato strada);Loro avevano sbagliato strada.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
я ошибусь в дороге (sbagliare strada);Io sbaglierò la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
ты ошибешься в дороге (sbagliare strada);Tu sbaglierai la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
он ошибется в дороге (sbagliare strada);Lui sbaglierà la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
она ошибется в дороге (sbagliare strada);Lei sbaglierà la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
мы ошибемся в дороге (sbagliare strada);Noi sbaglieremo la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
вы ошибетесь в дороге (sbagliare strada);Voi sbaglierete la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
они ошибутся в дороге (sbagliare strada);Loro sbaglieranno la strada.;sbagliare;Futuro Semplice;regular_ciare_giare;682
я уже ошибусь в дороге (aver sbagliato strada);Io avrò sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
ты уже ошибешься в дороге (aver sbagliato strada);Tu avrai sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
он уже ошибется в дороге (aver sbagliato strada);Lui avrà sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
она уже ошибется в дороге (aver sbagliato strada);Lei avrà sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
мы уже ошибемся в дороге (aver sbagliato strada);Noi avremo sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
вы уже ошибетесь в дороге (aver sbagliato strada);Voi avrete sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
они уже ошибутся в дороге (aver sbagliato strada);Loro avranno sbagliato strada.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
я бы ошибся в дороге (sbagliare strada);Io sbaglierei la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
ты бы ошибся в дороге (sbagliare strada);Tu sbaglieresti la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
он бы ошибся в дороге (sbagliare strada);Lui sbaglierebbe la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
она бы ошиблась в дороге (sbagliare strada);Lei sbaglierebbe la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
мы бы ошиблись в дороге (sbagliare strada);Noi sbaglieremmo la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
вы бы ошиблись в дороге (sbagliare strada);Voi sbagliereste la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
они бы ошиблись в дороге (sbagliare strada);Loro sbaglierebbero la strada.;sbagliare;Condizionale Presente;regular_ciare_giare;682
я бы ошибся в дороге (aver sbagliato strada);Io avrei sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
ты бы ошибся в дороге (aver sbagliato strada);Tu avresti sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он бы ошибся в дороге (aver sbagliato strada);Lui avrebbe sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
она бы ошиблась в дороге (aver sbagliato strada);Lei avrebbe sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
мы бы ошиблись в дороге (aver sbagliato strada);Noi avremmo sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
вы бы ошиблись в дороге (aver sbagliato strada);Voi avreste sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
они бы ошиблись в дороге (aver sbagliato strada);Loro avrebbero sbagliato strada.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он хочет, чтобы я свернул не туда (sbagliare strada);Lui vuole che io sbagli strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
она боится, что ты свернешь не туда (sbagliare strada);Lei teme che tu sbagli strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
я думаю, что он свернет не туда (sbagliare strada);Io penso che lui sbagli strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
мы верим, что она свернет не туда (sbagliare strada);Noi crediamo che lei sbagli strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
вы надеетесь, что мы не свернем не туда (sbagliare strada);Voi sperate che noi sbagliamo strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
они думают, что вы свернете не туда (sbagliare strada);Loro pensano che voi sbagliate strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
я верю, что они свернут не туда (sbagliare strada);Io credo che loro sbaglino strada.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
она боялась, чтобы я свернул не туда (sbagliare la strada);Lei temeva che io sbagliassi la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он думал, чтобы ты свернул не туда (sbagliare la strada);Lui pensava che tu sbagliassi la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
я верил, чтобы он свернул не туда (sbagliare la strada);Io credevo che lui sbagliasse la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
мы хотели, чтобы она свернула не туда (sbagliare la strada);Noi volevamo che lei sbagliasse la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
они надеялись, чтобы мы свернули не туда (sbagliare la strada);Loro speravano che noi sbagliassimo la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он боялся, чтобы вы свернули не туда (sbagliare la strada);Lui temeva che voi sbagliaste la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
я думал, чтобы они свернули не туда (sbagliare la strada);Io pensavo che loro sbagliassero la strada.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он думает, что я сбился с пути (aver sbagliato strada);Lui pensa che io abbia sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
она думает, что ты сбился с пути (aver sbagliato strada);Lei pensa che tu abbia sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что он сбился с пути (aver sbagliato strada);Io penso che lui abbia sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что она сбилась с пути (aver sbagliato strada);Io penso che lei abbia sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
он думает, что мы сбились с пути (aver sbagliato strada);Lui pensa che noi abbiamo sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что вы сбились с пути (aver sbagliato strada);Io penso che voi abbiate sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что они сбились с пути (aver sbagliato strada);Io penso che loro abbiano sbagliato strada.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я ошибаюсь в номере (sbagliare numero);Io sbaglio il numero.;sbagliare;Presente;regular_ciare_giare;682
ты ошибаешься в номере (sbagliare numero);Tu sbagli il numero.;sbagliare;Presente;regular_ciare_giare;682
он ошибается в номере (sbagliare numero);Lui sbaglia il numero.;sbagliare;Presente;regular_ciare_giare;682
она ошибается в номере (sbagliare numero);Lei sbaglia il numero.;sbagliare;Presente;regular_ciare_giare;682
мы ошибаемся в номере (sbagliare numero);Noi sbagliamo il numero.;sbagliare;Presente;regular_ciare_giare;682
вы ошибаетесь в номере (sbagliare numero);Voi sbagliate il numero.;sbagliare;Presente;regular_ciare_giare;682
они ошибаются в номере (sbagliare numero);Loro sbagliano il numero.;sbagliare;Presente;regular_ciare_giare;682
я ошибался в номере (sbagliare numero);Io sbagliavo il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
ты ошибался в номере (sbagliare numero);Tu sbagliavi il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
он ошибался в номере (sbagliare numero);Lui sbagliava il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
она ошибалась в номере (sbagliare numero);Lei sbagliava il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
мы ошибались в номере (sbagliare numero);Noi sbagliavamo il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
вы ошибались в номере (sbagliare numero);Voi sbagliavate il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
они ошибались в номере (sbagliare numero);Loro sbagliavano il numero.;sbagliare;Imperfetto;regular_ciare_giare;682
я ошибся в номере (sbagliare numero);Io sbagliai il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
ты ошибся в номере (sbagliare numero);Tu sbagliasti il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
он ошибся в номере (sbagliare numero);Lui sbagliò il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
она ошиблась в номере (sbagliare numero);Lei sbagliò il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
мы ошиблись в номере (sbagliare numero);Noi sbagliammo il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
вы ошиблись в номере (sbagliare numero);Voi sbagliaste il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
они ошиблись в номере (sbagliare numero);Loro sbagliarono il numero.;sbagliare;Passato Remoto;regular_ciare_giare;682
я ошибся в номере (sbagliare numero);Io ho sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
ты ошибся в номере (sbagliare numero);Tu hai sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
он ошибся в номере (sbagliare numero);Lui ha sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
она ошиблась в номере (sbagliare numero);Lei ha sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
мы ошиблись в номере (sbagliare numero);Noi abbiamo sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
вы ошиблись в номере (sbagliare numero);Voi avete sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
они ошиблись в номере (sbagliare numero);Loro hanno sbagliato numero.;sbagliare;Passato Prossimo;regular_ciare_giare;682
я уже ошибся в номере (sbagliare numero);Io avevo sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
ты уже ошибся в номере (sbagliare numero);Tu avevi sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
он уже ошибся в номере (sbagliare numero);Lui aveva sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
она уже ошиблась в номере (sbagliare numero);Lei aveva sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
мы уже ошиблись в номере (sbagliare numero);Noi avevamo sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
вы уже ошиблись в номере (sbagliare numero);Voi avevate sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
они уже ошиблись в номере (sbagliare numero);Loro avevano sbagliato il numero.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
я ошибусь в номере (sbagliare numero);Io sbaglierò il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
ты ошибешься в номере (sbagliare numero);Tu sbaglierai il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
он ошибется в номере (sbagliare numero);Lui sbaglierà il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
она ошибется в номере (sbagliare numero);Lei sbaglierà il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
мы ошибемся в номере (sbagliare numero);Noi sbaglieremo il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
вы ошибетесь в номере (sbagliare numero);Voi sbaglierete il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
они ошибутся в номере (sbagliare numero);Loro sbaglieranno il numero.;sbagliare;Futuro Semplice;regular_ciare_giare;682
я успею ошибиться в номере (sbagliare numero);Io avrò sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
ты успеешь ошибиться в номере (sbagliare numero);Tu avrai sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
он успеет ошибиться в номере (sbagliare numero);Lui avrà sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
она успеет ошибиться в номере (sbagliare numero);Lei avrà sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
мы успеем ошибиться в номере (sbagliare numero);Noi avremo sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
вы успеете ошибиться в номере (sbagliare numero);Voi avrete sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
они успеют ошибиться в номере (sbagliare numero);Loro avranno sbagliato numero.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
я бы ошибся в номере (sbagliare numero);Io sbaglierei il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
ты бы ошибся в номере (sbagliare numero);Tu sbaglieresti il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
он бы ошибся в номере (sbagliare numero);Lui sbaglierebbe il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
она бы ошиблась в номере (sbagliare numero);Lei sbaglierebbe il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
мы бы ошиблись в номере (sbagliare numero);Noi sbaglieremmo il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
вы бы ошиблись в номере (sbagliare numero);Voi sbagliereste il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
они бы ошиблись в номере (sbagliare numero);Loro sbaglierebbero il numero.;sbagliare;Condizionale Presente;regular_ciare_giare;682
я бы ошибся в номере (sbagliare numero);Io avrei sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
ты бы ошибся в номере (sbagliare numero);Tu avresti sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он бы ошибся в номере (sbagliare numero);Lui avrebbe sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
она бы ошиблась в номере (sbagliare numero);Lei avrebbe sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
мы бы ошиблись в номере (sbagliare numero);Noi avremmo sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
вы бы ошиблись в номере (sbagliare numero);Voi avreste sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
они бы ошиблись в номере (sbagliare numero);Loro avrebbero sbagliato numero.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он хочет, чтобы я ошибся в номере (sbagliare numero);Lui vuole che io sbagli numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
она боится, что ты ошибешься в номере (sbagliare numero);Lei teme che tu sbagli numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
я думаю, что он ошибется в номере (sbagliare numero);Io penso che lui sbagli numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
мы верим, что она ошибется в номере (sbagliare numero);Noi crediamo che lei sbagli numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
вы надеетесь, что мы ошибемся в номере (sbagliare numero);Voi sperate che noi sbagliamo numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
они думают, что вы ошибетесь в номере (sbagliare numero);Loro pensano che voi sbagliate numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
я верю, что они ошибутся в номере (sbagliare numero);Io credo che loro sbaglino numero.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
она думала, что я ошиблась в номере (sbagliare numero);Lei pensava che io sbagliassi il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он хотел, чтобы ты ошибся в номере (sbagliare numero);Lui voleva che tu sbagliassi il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
я думала, что он ошибся в номере (sbagliare numero);Io pensavo che lui sbagliasse il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
