rank	original	lemma	POS
6434	regione	regione	NOUN
6438	iniezione	iniezione	NOUN
6440	woo	woo	NOUN
6441	grano	grano	NOUN
6443	happy	happy	ADJ
6448	stevie	stevia	NOUN
6450	deposizione	deposizione	NOUN
6451	galassia	galassia	NOUN
6452	economico	economico	ADJ
6454	assicurarsi	assicurare si	VERB
6455	stark	stark	NOUN
6460	barbecue	barbecue	NOUN
6461	archivio	archivio	NOUN
6462	scolastico	scolastico	ADJ
6464	jared	Jared	NOUN
6465	intesi	intese	NOUN
6466	xena	xena	NOUN
6468	bagnato	bagnato	ADJ
6472	cercarti	cercare ti	VERB
6475	overdose	overdoso	ADJ
6477	sequenza	sequenza	NOUN
6478	colonia	colonia	NOUN
6480	esplosivo	esplosivo	NOUN
6481	alleanza	alleanza	NOUN
6482	fenomeno	fenomeno	NOUN
6483	south	south	NOUN
6485	pop	pop	NOUN
6488	fetta	fetta	NOUN
6489	obbligo	obbligo	NOUN
6490	artie	artia	NOUN
6491	cuoco	cuoco	NOUN
6493	testo	testo	NOUN
6495	panni	panno	NOUN
6496	ehilà	ehilà	VERB
6497	gabinetto	Gabinetto	NOUN
6500	hammond	hammond	NOUN
6502	incontrarti	incontrare ti	VERB
6503	moriranno	morari	VERB
6504	provero	provero	NOUN
6510	perdonatemi	perdonatemi	VERB
6511	circuito	circuito	NOUN
6512	sappiano	sappiere	VERB
6514	pianoforte	pianoforte	NOUN
6515	orbita	orbita	NOUN
6518	spirituale	spirituale	ADJ
6520	preavviso	preavviso	NOUN
6523	adolescenti	adolescento	ADJ
6525	laurel	laurelre	NOUN
6527	douglas	douglas	NOUN
6528	delicata	delicare	ADJ
6529	costruzione	costruzione	NOUN
6531	riuscirò	riuscirò	VERB
6533	casco	casco	NOUN
6535	pirata	pirata	NOUN
6536	richie	richia	NOUN
6537	scudo	scudo	NOUN
6539	jeffrey	Jeffrey	NOUN
6540	freddie	freddie	ADJ
6546	mikey	mikey	NOUN
6550	willie	Willie	NOUN
6555	riva	riva	NOUN
6556	brody	Brody	VERB
6557	prato	prato	NOUN
6558	assalto	assalto	NOUN
6560	salvarmi	salvare mi	VERB
6561	finiscila	finiscilare	VERB
6562	butto	buttere	VERB
6563	guardiano	guardiano	NOUN
6566	stellare	stellare	ADJ
6567	tesi	tesi	NOUN
6568	orrore	orrore	NOUN
6570	urlo	urlo	NOUN
6571	stranamente	stranamente	ADV
6572	bowling	bowling	NOUN
6573	vulnerabile	vulnerabile	ADJ
6577	incapace	incapace	ADJ
6578	cecchino	cecchino	NOUN
6579	messicano	messicano	ADJ
6580	affidabile	affidabile	ADJ
6582	chiedergli	chiedere gli	VERB
6583	scarico	scarico	NOUN
6587	barone	barone	NOUN
6590	mercoledi	mercoledi	NOUN
6591	pallone	pallone	NOUN
6593	reggiseno	reggiseno	NOUN
6595	hobby	hobby	NOUN
6596	calcoli	calcolo	NOUN
6598	accompagni	accompagnire	VERB
6599	ranch	ranch	NOUN
6601	prenderne	prendere ne	VERB
6602	jazz	jazz	NOUN
6604	asso	asso	NOUN
6605	peggy	peggyo	VERB
6606	omaggio	omaggio	NOUN
6608	lotteria	lotteria	NOUN
6609	bottone	bottone	NOUN
6610	favoloso	favoloso	ADJ
6611	accendi	accendire	VERB
6612	sottile	sottile	ADJ
6614	callie	callio	ADJ
6617	moderna	moderno	ADJ
6618	liscia	liscio	ADJ
6623	starei	staere	VERB
6626	dramma	dramma	NOUN
6627	serratura	serratura	NOUN
6628	dannati	dannato	NOUN
6629	attentato	attentato	NOUN
6631	zampe	zampa	NOUN
6632	latino	latino	NOUN
6634	hockey	hockey	NOUN
6637	umanita	umanitare	NOUN
6638	bancone	bancone	NOUN
6639	look	look	NOUN
6644	pro	pro	NOUN
6645	verbale	verbale	ADJ
6646	innocenza	innocenza	NOUN
6647	inferiore	inferiore	ADJ
6648	pensai	pense ai	VERB
6649	rilascio	rilascio	NOUN
6650	quaggiù	quaggiù	ADV
6654	scomparse	scomparse	VERB
6659	prudente	prudente	ADJ
6661	supplico	supplico	NOUN
6662	sordo	sordo	ADJ
6665	destinazione	destinazione	NOUN
6674	abigail	abigail	ADJ
6675	postale	postale	ADJ
6678	maniaco	maniaco	NOUN
6680	baker	Baker	NOUN
6681	iris	iris	NOUN
6683	italian	italian	ADJ
6684	dammela	dammela	VERB
6687	soffitto	soffirre	NOUN
6688	statale	statale	ADJ
6690	colpisci	colpiscire	VERB
6691	senato	senato	NOUN
6692	schmidt	schmidt	NOUN
6693	brividi	brividio	NOUN
6695	permettero	permettero	ADJ
6696	banana	bananare	NOUN
6697	fermarli	fermare li	VERB
6698	venditore	venditore	NOUN
6702	mattinata	mattinata	NOUN
6704	riscatto	riscatto	NOUN
6707	aiuterai	aiuteere	VERB
6709	hard	hard	ADJ
6710	sapevate	sapevare	VERB
6712	penseranno	penseere	VERB
6713	cha	cha	NOUN
6715	sasha	sasha	NOUN
6719	menzogna	menzogna	NOUN
6721	foster	foster	NOUN
6722	fotografo	fotografo	NOUN
6723	fulmine	fulmine	NOUN
6727	porter	porter	NOUN
6730	calmatevi	calmatevi	VERB
6731	mandarmi	mandare mi	VERB
6733	marijuana	marijuana	NOUN
6734	vogliano	vogliano	VERB
6735	manicomio	manicomio	NOUN
6736	pompieri	pompiere	NOUN
6737	unirti	unire ti	VERB
6738	decente	decente	ADJ
6740	verrebbe	verere	VERB
6741	apparentemente	apparentemente	ADV
6742	illusione	illusione	NOUN
6747	eccetera	eccetera	ADV
6749	grigio	grigio	ADJ
6756	demonio	demonio	NOUN
6757	asciugamano	asciugamano	NOUN
6760	tienila	tienila	VERB
6765	frattura	frattura	NOUN
6767	penserai	pensere ai	VERB
6768	stephanie	stephania	NOUN
6772	proteggerla	proteggere la	VERB
6773	negri	negre	NOUN
6775	estranei	estraneo	ADJ
6777	etero	etero	ADV
6780	roulotte	roulotte	NOUN
6783	bellissime	bellissimo	ADJ
6784	riscaldamento	riscaldamento	NOUN
6788	sosta	sosta	NOUN
6789	cannone	cannone	NOUN
6791	allucinazioni	allucinazione	NOUN
6793	comportarsi	comportare si	VERB
6795	prepararsi	preparare si	VERB
6796	personalità	personalità	NOUN
6797	dipendenza	dipendenza	NOUN
6800	inevitabile	inevitabile	ADJ
6801	uccellino	uccellino	NOUN
6802	matty	matty	NOUN
6803	efficace	efficace	ADJ
6806	theo	theo	ADJ
6807	reggie	reggie	VERB
6808	batman	batman	NOUN
6810	campana	campana	NOUN
6813	sciopero	sciopero	NOUN
6815	toast	toast	NOUN
6821	secca	seccare	ADJ
6822	rivedremo	rivedremo	VERB
6825	operai	operaio	NOUN
6826	min	min	NOUN
6829	lenny	lenny	NOUN
6830	murray	Murray	NOUN
6831	agenda	agenda	NOUN
6832	blog	blog	NOUN
6835	kara	Kara	NOUN
6836	jonah	jonah	NOUN
6837	aspettarti	aspettare ti	VERB
6844	goditi	goditire	VERB
6845	gavin	gavin	VERB
6846	occupero	occupero	NOUN
6849	salita	salitare	NOUN
6852	provino	provino	NOUN
6853	femminuccia	Femminuccia	NOUN
6855	prenderle	prendere le	VERB
6856	sheila	sheilae	NOUN
6858	precisione	precisione	NOUN
6860	dj	dj	NOUN
6861	preghiamo	preghere	VERB
6862	trovarli	trovare li	VERB
6863	possiate	posseia	VERB
6864	melanie	melania	NOUN
6868	central	central	NOUN
6871	karma	Karma	NOUN
6873	proteggermi	proteggere mi	VERB
6874	ossessione	ossessione	NOUN
6875	dimenticarti	dimenticare ti	VERB
6878	sirena	sirenare	NOUN
6880	aspettarmi	aspettare mi	NOUN
6883	concentrarmi	concentrare mi	VERB
6885	reynolds	reynoldso	NOUN
6887	vermi	verma	NOUN
6888	silenzioso	silenzioso	ADJ
6894	juliette	Juliette	NOUN
6896	comprensione	comprensione	NOUN
6897	vendo	vere	VERB
6901	dimostrazione	dimostrazione	NOUN
6903	tasso	tasso	NOUN
6904	axl	axl	NOUN
6905	gangster	gangster	NOUN
6909	vogliate	vogliare	VERB
6912	palo	palo	NOUN
6913	tattica	tattica	NOUN
6916	val	val	NOUN
6917	aiuterò	aiuterò	VERB
6918	finendo	finere	VERB
6920	fidarci	fidare ci	VERB
6921	incontrarla	incontrare la	VERB
6923	convincente	convincente	ADJ
6924	brenda	brendere	VERB
6925	api	ape	NOUN
6926	marinaio	marinaio	NOUN
6928	cavalieri	cavaliero	NOUN
6929	esperta	espertare	NOUN
6931	intimo	intimo	ADJ
6932	fata	fato	NOUN
6938	sacchetto	sacchetto	NOUN
6941	garanzia	garanzia	NOUN
6943	mona	Mona	NOUN
6944	approccio	approccio	NOUN
6945	ragno	ragno	NOUN
6946	combatti	combatti	VERB
6947	ivy	ivy	NOUN
6948	cathy	cathy	ADJ
6949	spiegarmi	spiegare mi	VERB
6954	papi	papo	NOUN
6957	pierre	pierrere	VERB
6958	legalmente	legalmente	ADV
6959	salone	salone	NOUN
6960	chiedervi	chiedere vi	VERB
6961	cercarmi	cercare mi	VERB
6962	omicida	omicida	NOUN
6963	massacro	massacro	NOUN
6964	ballerina	ballerina	NOUN
6965	stessero	stere	VERB
6967	semi	seme	NOUN
6968	june	june	ADJ
6969	sherlock	sherlock	NOUN
6970	piangi	piangi	VERB
6971	gestione	gestione	NOUN
6972	toglierti	togliere ti	VERB
6973	torcia	torcia	NOUN
6975	marea	marea	NOUN
6976	legittima	legittimo	ADJ
6977	piper	piper	NOUN
6978	marrone	marrone	ADJ
6980	costole	costola	NOUN
6981	disgrazia	disgrazia	NOUN
6982	renderlo	rendere lo	VERB
6983	hacker	hacker	NOUN
6989	funghi	fungo	NOUN
6991	rex	rex	NOUN
6992	riusciro	riusciro	VERB
6995	reese	reese	ADJ
6997	antenati	antenato	NOUN
6999	silver	silver	NOUN
7000	portiere	portiere	NOUN
7001	carità	carità	NOUN
7002	leggerlo	leggere lo	VERB
7007	greco	greco	ADJ
7008	arrivarci	arrivare ci	VERB
7011	software	software	NOUN
7012	hei	hei	ADJ
7013	fragile	fragile	ADJ
7014	elefante	elefante	NOUN
7016	scheda	schedare	NOUN
7018	audizione	audizione	NOUN
7024	mostrami	mostrame	VERB
7028	donovan	donovan	VERB
7029	georgia	georgia	NOUN
7030	epidemia	epidemia	NOUN
7031	volerci	volere ci	VERB
7032	rospo	rospo	NOUN
7036	trent'	trent	VERB
7040	pompa	pompa	NOUN
7041	poiche	poica	ADJ
7043	volti	volto	NOUN
7045	sadie	sadie	VERB
7049	intelligence	intelligence	NOUN
7050	ash	ash	NOUN
7051	discuterne	discutere ne	VERB
7052	giochetti	giochetto	NOUN
7053	disordine	disordine	NOUN
7054	priorità	priorità	NOUN
7056	instabile	instabile	ADJ
7058	aiutero	aiutero	VERB
7059	clarke	Clarke	NOUN
7065	limousine	limousine	NOUN
7069	rimarrà	rimarre	VERB
7070	cheerleader	cheerleader	NOUN
7072	piccoletto	piccoletto	ADJ
7073	carbone	carbone	NOUN
7074	pugnale	pugnale	NOUN
7076	sapone	sapone	NOUN
7077	gin	gin	NOUN
7078	cattura	cattura	VERB
7080	parlavi	parlavare	VERB
7081	posa	posa	NOUN
7083	chen	chen	NOUN
7085	hugh	Hugh	NOUN
7092	valerie	valerie	ADJ
7095	rapido	rapido	ADJ
7096	dibattito	dibattito	NOUN
7098	ring	ring	NOUN
7099	occidentale	occidentale	ADJ
7101	spaghetti	spaghetto	NOUN
7103	terremo	terremo	VERB
7104	rivederla	rivedere lo	VERB
7106	candidati	candidato	NOUN
7107	ward	Ward	NOUN
7109	cerchero	cerchee ro	VERB
7110	creazione	creazione	NOUN
7111	sceneggiatura	sceneggiatura	NOUN
7115	offrendo	offrere	VERB
7118	crane	crana	NOUN
7119	ohio	ohio	NOUN
7122	are	are	ADV
7124	delusione	delusione	NOUN
7125	mettiamoci	mettiamoci	VERB
7126	scossa	scossa	VERB
7127	scappi	scape pi	VERB
7128	disperazione	disperazione	NOUN
7129	distante	distante	ADJ
7131	digitali	digitale	ADJ
7132	raffreddore	raffreddore	NOUN
7133	permanente	permanente	ADJ
7134	schianto	schianto	NOUN
7137	scelgo	scelgere	VERB
7141	categoria	categoria	NOUN
7143	filosofia	filosofia	NOUN
7145	chang	Chang	NOUN
7146	co	co	NOUN
7151	sopportarlo	sopportare lo	VERB
7156	firmi	firmi	VERB
7157	tacchi	tacco	NOUN
7159	scopriamo	scoprere	VERB
7160	dominio	dominio	NOUN
7162	invasione	invasione	NOUN
7163	attualmente	attualmente	ADV
7165	dirla	dire la	VERB
7167	calvin	calvin	ADV
7170	democrazia	democrazia	NOUN
7171	trapianto	trapianto	NOUN
7172	moore	Moore	NOUN
7173	guardala	guardala	VERB
7176	volpe	volpe	NOUN
7177	dossier	dossier	NOUN
7178	altamente	altamente	ADV
7179	peste	pesta	NOUN
7181	seguente	seguente	ADJ
7182	inchiesta	inchiesta	NOUN
7184	soprannome	soprannome	NOUN
7187	sobrio	sobrio	ADJ
7189	musical	musical	NOUN
7195	cemento	cemento	NOUN
7196	prendimi	prendimere	VERB
7197	frode	frode	NOUN
7199	dovessimo	dovessimo	ADV
7200	inganno	inganno	NOUN
7201	finanziario	finanziario	ADJ
7204	sung	sung	NOUN
7205	bernie	bernia	VERB
7206	renderti	rendere ti	VERB
7207	yen	yen	NOUN
7208	globale	globale	ADJ
7209	permetterci	permettere ci	VERB
7211	radici	radice	NOUN
7214	fusione	fusione	NOUN
7216	generatore	generatore	NOUN
7217	daphne	daphne	ADJ
7219	alpha	alpha	ADV
7228	tequila	tequila	NOUN
7229	squali	squale	NOUN
7230	sposarci	sposare ci	VERB
7231	acquisto	acquisto	NOUN
7236	jasper	Jasper	NOUN
7240	ciambelle	ciambella	NOUN
7241	stupidaggini	stupidaggine	NOUN
7243	prosciutto	prosciutto	NOUN
7244	edizione	edizione	NOUN
7245	eleanor	eleanor	VERB
7246	cenere	cenere	NOUN
7247	iniziativa	iniziativa	NOUN
7248	mindy	Mindy	NOUN
7249	porterai	porterai	VERB
7250	useremo	usere	VERB
7252	divertirci	divertire ci	VERB
7254	alimentare	alimentare	ADJ
7255	contessa	contesse	NOUN
7260	mancia	mancia	NOUN
7263	donnie	donnia	NOUN
7264	nascondiglio	nascondiglio	NOUN
7266	fermarla	fermare la	VERB
7268	incontrarlo	incontrare lo	VERB
7269	limone	limone	NOUN
7270	barriera	barriera	NOUN
7271	finestrino	finestrino	NOUN
7273	perderti	perdere ti	VERB
7276	presentimento	presentimento	NOUN
7277	gratitudine	gratitudina	NOUN
7278	suprema	Suprema	ADJ
7279	apparecchio	apparecchio	NOUN
7280	avvicinarsi	avvicinare si	VERB
7282	panchina	panchina	NOUN
7286	ji	ji	NOUN
7288	contadino	contadino	NOUN
7289	incontreremo	incontrere	VERB
7290	fondazione	fondazione	NOUN
7291	sbarre	sbarra	NOUN
7293	edgar	edgar	VERB
7294	mito	mito	NOUN
7296	end	end	NOUN
7298	adozione	adozione	NOUN
7300	garrett	garrett	VERB
7304	seta	seta	NOUN
7305	ditta	ditta	NOUN
7310	liberarsi	liberare si	VERB
7315	credetemi	credetemi	VERB
7316	accomodatevi	accomodatevere	VERB
7318	stradale	stradale	ADJ
7319	chelsea	chelsea	ADJ
7322	jun	Jun	NOUN
7325	parlarvi	parlare vi	VERB
7326	allerta	allerta	NOUN
7327	volgare	volgare	ADJ
7328	basato	basato	ADJ
7332	spiegarti	spiegare ti	VERB
7339	pollice	pollice	NOUN
7340	ostacolo	ostacolo	NOUN
7342	timido	timido	ADJ
7345	finch	finch	VERB
7346	quassu	quassu	ADJ
7348	malinteso	malintendere	VERB
7349	chiederglielo	chiedergliee lo	VERB
7352	poeta	poeta	NOUN
7353	high	high	ADJ
7354	polo	polo	NOUN
7356	mutandine	mutandina	NOUN
7358	know	know	NOUN
7359	incantevole	incantevole	ADJ
7362	can	can	NOUN
7365	resterai	restere ai	VERB
7368	piccolina	piccolino	ADJ
7371	necessariamente	necessariamente	ADV
7372	squillo	squillo	NOUN
7373	piccante	piccante	ADJ
7374	country	country	NOUN
7376	bunker	bunker	NOUN
7381	alloggio	alloggio	NOUN
7383	poltrona	poltrona	NOUN
7385	ritrovo	ritrovo	ADJ
7390	sufficienza	sufficienza	NOUN
7391	gray	gray	NOUN
7393	american	american	NOUN
7395	grandezza	grandezza	NOUN
7396	percy	percy	NOUN
7397	tenerli	tenere li	VERB
7398	rocky	Rocky	NOUN
7399	ammettilo	ammettilare	ADV
7400	definizione	definizione	NOUN
7402	sudore	sudore	NOUN
7403	bud	bud	NOUN
7404	alzarsi	alzare si	VERB
7406	shepherd	shepherd	NOUN
7407	pancake	pancake	NOUN
7408	gelosia	gelosia	NOUN
7409	gallina	gallina	NOUN
7410	aquila	aquila	NOUN
7411	bestiame	Bestiame	NOUN
7413	lite	Lite	NOUN
7416	ometto	ometto	NOUN
7419	muso	muso	NOUN
7423	bè	bè	ADV
7424	benone	benone	NOUN
7425	esclusiva	esclusivo	ADJ
7426	broadway	broadway	NOUN
7427	infantile	infantile	ADJ
7428	pacifico	pacifico	ADJ
7433	enterprise	enterprise	NOUN
7434	giubbotto	giubbotto	NOUN
7436	frocio	frocio	ADJ
7439	residenza	residenza	NOUN
7441	rossetto	rossettare	ADJ
7443	aspettative	aspettativa	NOUN
7446	pecore	pecora	NOUN
7448	kirk	Kirk	NOUN
7454	emotivo	emotivo	ADJ
7456	cervo	cervo	NOUN
7457	rimarra	rimarra	VERB
7462	fica	ficare	NOUN
7465	pensero	pensero	VERB
7466	maglione	maglione	NOUN
7467	sponsor	sponsor	NOUN
7468	stima	stima	NOUN
7469	bacon	bacon	NOUN
7472	rivisto	rivirre	VERB
7473	sentimentale	sentimentale	ADJ
7474	tana	tana	NOUN
7475	seo	seo	NOUN
7477	convincerlo	convincere lo	VERB
7481	punteggio	punteggio	NOUN
7482	toccarlo	toccare lo	VERB
7483	soo	soo	NOUN
7484	vigilia	vigilia	NOUN
7486	sasso	sasso	NOUN
7488	sottomarino	sottomarino	NOUN
7489	umile	umile	ADJ
7492	vescovo	vescovo	NOUN
7494	lupin	Lupin	NOUN
7495	fottutamente	fottutamente	ADV
7496	disperatamente	disperatamente	ADV
7502	libretto	libretto	NOUN
7503	litri	litro	NOUN
7505	farmacia	farmacia	NOUN
7510	politiche	politica	NOUN
7511	cognato	cognare	NOUN
7514	portarli	portare li	VERB
7515	liberarmi	liberare mi	VERB
7516	bridget	Bridget	VERB
7517	piega	piegare	NOUN
7518	discrezione	discrezione	NOUN
7519	propongo	propongo	VERB
7521	woody	Woody	NOUN
7524	nasconderti	nascondere ti	VERB
7528	dozzine	dozzina	NOUN
7529	amarti	amare ti	VERB
7531	scrittura	scrittura	NOUN
7533	orchestra	orchestra	ADV
7537	tonnellate	tonnellata	NOUN
7538	mini	mini	ADJ
7540	ucciderai	uccidere ai	VERB
7541	spettacolare	spettacolare	ADJ
7543	tirarti	tirare ti	VERB
7544	senno	senno	NOUN
7546	rilassarti	rilassare ti	VERB
7548	aah	aah	ADJ
7549	dispiaccia	dispiacciare	VERB
7550	immediato	immediato	ADJ
7551	notiziario	notiziario	NOUN
7557	altare	altare	NOUN
7558	divertirti	divertire ti	VERB
7559	esposizione	esposizione	NOUN
7560	tecniche	tecnica	NOUN
7562	news	news	NOUN
7567	depresso	deprettere	VERB
7568	lenti	lente	NOUN
7572	dawson	dawson	NOUN
7573	stessimo	stessimo	ADJ
7574	pan	pano	NOUN
7575	vorreste	vorreste	VERB
7576	occuperò	occuperare	VERB
7577	guarigione	guarigione	NOUN
7578	spot	spot	NOUN
7579	scotty	scotty	NOUN
7580	air	air	NOUN
7584	ascia	ascia	NOUN
7586	aiutarli	aiutare li	VERB
7587	vigliacco	vigliacco	ADJ
7590	olive	oliva	NOUN
7592	cestino	cestinare	NOUN
7593	distratto	distratre	VERB
7594	metterai	metterai	VERB
7595	intenso	intenso	ADJ
7596	circolazione	circolazione	NOUN
7599	calendario	calendario	NOUN
7600	insegno	insegno	NOUN
7601	differenti	differente	ADJ
7603	valsa	valsa	VERB
7604	soddisfazione	soddisfazione	NOUN
7606	caverna	cavernare	NOUN
7609	paranoico	paranoico	ADJ
7612	sorso	sorso	NOUN
7614	frontiera	frontiera	NOUN
7615	jedi	jeda	NOUN
7616	defunto	defunto	NOUN
7617	profitti	profitto	NOUN
7619	perdonarmi	perdonare mi	VERB
7620	rompe	rompe	VERB
7621	confraternita	confraternita	NOUN
7622	portatemi	portatemi	NOUN
7623	semestre	semestre	NOUN
7624	accadde	accadde	VERB
7626	elettorale	elettorale	ADJ
7629	razzo	razzo	NOUN
7632	psicologo	psicologo	NOUN
7635	scendo	scere	VERB
7636	scadenza	scadenza	NOUN
7637	bong	bong	NOUN
7638	chiedertelo	chiedertee lo	VERB
7639	oriente	oriente	ADV
7640	gold	gold	ADJ
7641	dimenticarlo	dimenticare lo	VERB
7643	nicholas	nicholas	NOUN
7644	estremo	estremo	ADJ
7646	ricchezza	ricchezza	NOUN
7647	homer	Homer	NOUN
7648	spiacevole	spiacevole	ADJ
7653	tenero	tenero	ADJ
7654	sophia	Sophia	NOUN
7655	avvicinarti	avvicinarre ti	VERB
7656	turisti	turista	NOUN
7657	terrestre	terrestre	ADJ
7658	inseguendo	inseguere	VERB
7660	balle	balla	NOUN
7662	permettersi	permettere si	VERB
7668	rudy	rudy	NOUN
7669	glieli	gli li	VERB
7670	dimentico	dimentico	ADJ
7671	macellaio	macellaio	NOUN
7672	what	What	NOUN
7675	conoscessi	conoscessare	VERB
7677	capanno	capanno	NOUN
7679	donatore	donatore	NOUN
7680	biologico	biologico	ADJ
7681	cospirazione	cospirazione	NOUN
7682	shin	shin	NOUN
7684	picnic	picnic	NOUN
7685	barattolo	barattolo	NOUN
7687	pallida	pallido	ADJ
7689	wall	Wall	NOUN
7694	ricominciamo	ricomincere	VERB
7695	mettimi	mettimi	VERB
7696	nsa	nsa	NOUN
7702	sopravvissuta	sopravvissuto	ADJ
7704	manica	manica	NOUN
7706	mentirmi	mentirmo	NOUN
7710	nucleo	nucleo	NOUN
7713	app	app	NOUN
7714	verremo	verre	VERB
7715	chiamalo	chiamalo	ADJ
7716	freno	freno	NOUN
7720	storico	storico	ADJ
7721	side	side	NOUN
7722	inviti	invito	NOUN
7724	vivian	vivian	NOUN
7727	morfina	morfina	NOUN
7729	crociera	crociera	NOUN
7730	arabo	arabo	NOUN
7731	immondizia	immondizia	NOUN
7732	corrispondenza	corrispondenza	NOUN
7733	benedetto	Benedetto	VERB
7734	cercavi	cercavi	VERB
7735	prepararmi	preparare mi	VERB
7739	rodney	rodney	ADJ
7741	falco	falco	NOUN
7742	bonus	bonus	NOUN
7743	legna	legna	NOUN
7744	sembravi	sembravi	VERB
7746	usciremo	usciremo	VERB
7747	arrendo	arrere	VERB
7748	monitor	monitor	NOUN
7749	operativo	operativo	ADJ
7751	toglimi	toglie mi	VERB
7752	feccia	feccia	NOUN
7755	braccialetto	Braccialetto	NOUN
7757	audio	audio	ADJ
7762	sidney	sidney	NOUN
7763	baciami	Baciami	NOUN
7766	occuparti	occupare ti	VERB
7769	privilegio	privilegio	NOUN
7771	ironia	ironia	NOUN
7772	smoking	smoking	NOUN
7773	manzo	manzo	NOUN
7774	song	song	NOUN
7776	ricevimento	ricevimento	NOUN
7778	cocco	cocco	NOUN
7781	abuso	abuso	NOUN
7784	ferie	feria	NOUN
7786	affinche	affinche	VERB
7790	cagnolino	cagnolino	NOUN
7793	legga	Legga	VERB
7794	cantiere	cantiere	NOUN
7795	tradizionale	tradizionale	ADJ
7797	secchio	secchio	NOUN
7798	assunta	assunta	VERB
7799	finirla	finire lo	VERB
7801	toglietevi	toglietevi	VERB
7802	frammenti	frammento	NOUN
7804	lasceranno	Lasceranno	VERB
7805	forbici	forbico	NOUN
7806	batti	batto	NOUN
7807	vaccino	vaccino	NOUN
7808	individuo	individuo	NOUN
7813	ucciderli	uccidere li	VERB
7814	pope	Pope	NOUN
7815	fammelo	fammelo	ADJ
7816	bum	bum	NOUN
7817	palude	palude	NOUN
7819	zucca	zucca	NOUN
7820	carrello	carrello	NOUN
7821	scuro	scuro	ADJ
7822	esibizione	esibizione	NOUN
7823	mais	mais	NOUN
7827	fitz	Fitz	NOUN
7828	strip	strip	NOUN
7829	creatore	creatore	NOUN
7830	ringraziarmi	ringraziare mi	VERB
7831	benessere	benessere	NOUN
7836	life	Life	NOUN
7838	interruzione	interruzione	NOUN
7841	sposarlo	sposare lo	VERB
7842	arancia	arancia	NOUN
7843	coppa	coppa	NOUN
7853	particelle	particella	NOUN
7854	kathy	Kathy	NOUN
7855	terrorismo	terrorismo	NOUN
7856	marca	marca	NOUN
7857	dessert	dessert	NOUN
7860	terrificante	terrificante	ADJ
7861	guardarla	guardare la	VERB
7863	costantemente	costantemente	ADV
7864	sonny	sonny	NOUN
7866	mandy	mandy	NOUN
7870	quarantena	quaranteno	NOUN
7871	evitarlo	evitare lo	VERB
7873	mina	Mina	VERB
7874	premuto	premuto	NOUN
7877	terapista	terapista	NOUN
7878	visitatori	visitatore	NOUN
7882	facessimo	facessimo	VERB
7883	onnipotente	onnipotente	ADJ
7884	federazione	federazione	NOUN
7885	baxter	Baxter	NOUN
7889	merlino	Merlino	NOUN
7891	concentrazione	concentrazione	NOUN
7893	insopportabile	insopportabile	ADJ
7894	essenziale	essenziale	ADJ
7895	incrocio	incrocio	NOUN
7897	damien	damieno	NOUN
7899	chan	chan	NOUN
7901	joshua	joshua	NOUN
7903	tranquillamente	tranquillamente	ADV
7905	caserma	Caserma	NOUN
7906	ahia	ahia	NOUN
7909	attrazione	attrazione	NOUN
7913	tessera	tessera	NOUN
7915	peyton	peyton	VERB
7918	darren	darrenre	VERB
7920	shirley	shirley	ADJ
7921	vederle	vedere le	VERB
7922	cosciente	cosciente	ADJ
7925	portarle	portare le	VERB
7926	marciapiede	marciapiede	NOUN
7927	maleducato	maleducato	ADJ
7928	facciate	facciate	VERB
7930	tenersi	tenere si	VERB
7932	divertirmi	divertire mi	VERB
7934	proteggerlo	proteggere lo	VERB
7937	furia	furia	NOUN
7938	ferrovia	ferrovia	NOUN
7942	assicurarci	assicurare ci	VERB
7943	domicilio	domicilio	NOUN
7945	tartaruga	tartaruga	NOUN
7947	sushi	sushi	NOUN
7949	casinò	casinò	NOUN
7950	oz	oz	NOUN
7952	apocalisse	apocalisse	NOUN
7954	shelly	shelly	NOUN
7957	uccidilo	uccidie lo	ADJ
7959	risonanza	risonanza	NOUN
7963	pos	pos	NOUN
7964	mandero	manderere	VERB
7967	brendan	Brendan	ADJ
7968	uva	uva	NOUN
7969	curiosità	curiosità	NOUN
7970	lotto	lotto	NOUN
7971	parata	parata	NOUN
7973	vincente	vincente	ADJ
7977	price	price	ADJ
7979	immigrazione	immigrazione	NOUN
7982	brandy	brandy	NOUN
7983	letteratura	letteratura	NOUN
7988	eternità	eternità	NOUN
7989	addetto	addetto	NOUN
7990	k	k	NOUN
7993	gialla	gia il	ADJ
7996	shannon	shannon	NOUN
8001	fazzoletto	fazzolere	NOUN
8002	rafael	Rafael	ADJ
8003	bond	bond	NOUN
8004	maresciallo	maresciallo	NOUN
8005	crack	crack	NOUN
8007	evans	Evans	NOUN
8008	doverlo	dovere lo	VERB
8009	verdure	verdura	NOUN
8010	chiedermelo	chiedermee lo	VERB
8012	cynthia	cynthia	NOUN
8013	fritto	fritto	NOUN
8018	personalita	personalita	NOUN
8023	lori	lore	NOUN
8024	perquisizione	perquisizione	NOUN
8026	good	goode	NOUN
8029	water	water	NOUN
8030	stewart	Stewart	NOUN
8031	now	now	ADJ
8032	cera	cera	NOUN
8033	delinquente	delinquente	ADV
8034	divino	divino	ADV
8035	piattaforma	piattaforma	NOUN
8036	riuscira	riuscirare	VERB
8037	pagherai	paghere ai	VERB
8041	pullman	pullman	NOUN
