rank	original	lemma	POS	tag
6637	umanita	umanitare	NOUN	S
6638	bancone	bancone	NOUN	S
6639	look	look	NOUN	S
6640	ospedali	ospedale	NOUN	S
6641	grand	grand	PROPN	SP
6642	infinite	infinito	ADJ	A
6643	tae	tae	X	SW
6644	pro	pro	NOUN	S
6645	verbale	verbale	ADJ	A
6646	innocenza	innocenza	NOUN	S
6647	inferiore	inferiore	ADJ	A
6648	pensai	pense ai	VERB	V
6649	rilascio	rilascio	NOUN	S
6650	quaggiù	quaggiù	ADV	B
6651	catene	catena	NOUN	S
6652	dovuti	dovere	VERB	V
6653	marta	marta	PROPN	SP
6654	scomparse	scomparse	VERB	V
6655	serpenti	serpente	NOUN	S
6656	archer	Archer	PROPN	SP
6657	cieli	cielo	NOUN	S
6658	ritirata	ritirare	NOUN	S
6659	prudente	prudente	ADJ	A
6660	analizzare	analizzare	VERB	V
6661	supplico	supplico	NOUN	V
6662	sordo	sordo	ADJ	A
6663	girano	girare	VERB	V
6664	scende	scendere	VERB	V
6665	destinazione	destinazione	NOUN	S
6666	comoda	comodo	ADJ	A
6667	rotte	rotta	NOUN	S
6668	alte	alto	ADJ	A
6669	rivelare	rivelare	VERB	V
6670	paparino	paparino	PRON	PE
6671	risata	risata	NOUN	S
6672	lester	lester	PROPN	SP
6673	curato	curare	VERB	V
6674	abigail	abigail	ADJ	A
6675	postale	postale	ADJ	A
6676	poterla	potere lo	VERB	V_PC
6677	prostitute	prostituta	NOUN	S
6678	maniaco	maniaco	NOUN	S
6679	adams	adams	PROPN	S
6680	baker	Baker	NOUN	SP
6681	iris	iris	NOUN	S
6682	jae	Jae	PROPN	SP
6683	italian	italian	ADJ	A
6684	dammela	dammela	VERB	V
6685	gestisce	gestire	VERB	V
6686	venduta	vendere	VERB	V
6687	soffitto	soffirre	NOUN	S
6688	statale	statale	ADJ	A
6689	rituale	rituale	NOUN	S
6690	colpisci	colpiscire	VERB	V
6691	senato	senato	NOUN	S
6692	schmidt	schmidt	NOUN	S
6693	brividi	brividio	NOUN	S
6694	dritti	dritto	VERB	V
6695	permettero	permettero	ADJ	A
6696	banana	bananare	NOUN	S
6697	fermarli	fermare li	VERB	V_PC
6698	venditore	venditore	NOUN	S
6699	valere	valere	VERB	V
6700	trasportare	trasportare	VERB	V
6701	esatta	esatto	ADJ	A
6702	mattinata	mattinata	NOUN	S
6703	cittadina	cittadino	NOUN	S
6704	riscatto	riscatto	NOUN	S
6705	capiscono	capire	VERB	V
6706	esaminato	esaminare	VERB	V
6707	aiuterai	aiuteere	VERB	V
6708	comandi	comando	NOUN	S
6709	hard	hard	ADJ	A
6710	sapevate	sapevare	VERB	V
6711	soffiata	soffiare	VERB	V
6712	penseranno	penseere	VERB	V
6713	cha	cha	NOUN	PQ
6714	ferire	ferire	VERB	V
6715	sasha	sasha	NOUN	S
6716	starebbe	stare	VERB	V
6717	ritiene	ritenere	VERB	V
6718	respiri	respiro	NOUN	S
6719	menzogna	menzogna	NOUN	S
6720	domando	domandare	VERB	V
6721	foster	foster	NOUN	S
6722	fotografo	fotografo	NOUN	S
6723	fulmine	fulmine	NOUN	S
6724	centinaio	centinaio	NOUN	S
6725	corse	corsa	NOUN	S
6726	ripulire	ripulire	VERB	V
6727	porter	porter	NOUN	S
6728	detenuto	detenere	VERB	V
6729	paula	paula	PROPN	SP
6730	calmatevi	calmatevi	VERB	V_PC
6731	mandarmi	mandare mi	VERB	V_PC
6732	hal	hal	X	SW
6733	marijuana	marijuana	NOUN	S
6734	vogliano	vogliano	VERB	VM
6735	manicomio	manicomio	NOUN	S
6736	pompieri	pompiere	NOUN	S
6737	unirti	unire ti	VERB	V_PC
6738	decente	decente	ADJ	A
6739	aggiunto	aggiungere	VERB	V
6740	verrebbe	verere	VERB	VA
6741	apparentemente	apparentemente	ADV	B
6742	illusione	illusione	NOUN	S
6743	conquistare	conquistare	VERB	V
6744	costretti	costringere	VERB	V
6745	vedranno	vedere	VERB	V
6746	scorre	scorrere	VERB	V
6747	eccetera	eccetera	ADV	B
6748	agitato	agitare	VERB	V
6749	grigio	grigio	ADJ	A
6750	kay	Kay	PROPN	SP
6751	interrogato	interrogare	VERB	V
6752	iniziate	iniziare	VERB	V
6753	avvenuto	avvenire	VERB	V
6754	perdonato	perdonare	VERB	V
6755	sandra	sandra	PROPN	SP
6756	demonio	demonio	NOUN	S
6757	asciugamano	asciugamano	NOUN	S
6758	meritano	meritare	VERB	V
6759	sentirla	sentire lo	VERB	V_PC
6760	tienila	tienila	VERB	V
6761	shakespeare	Shakespeare	PROPN	SP
6762	bestie	bestia	NOUN	S
6763	segnato	segnare	VERB	V
6764	fucili	fucile	NOUN	S
6765	frattura	frattura	NOUN	S
6766	risorsa	risorsa	NOUN	S
6767	penserai	pensere ai	VERB	V_PC
6768	stephanie	stephania	NOUN	S
6769	ricevi	ricevere	VERB	V
6770	ridono	ridere	VERB	V
6771	em	em	ADP	E
6772	proteggerla	proteggere la	VERB	V_PC
6773	negri	negre	NOUN	S
6774	esista	esistere	VERB	V
6775	estranei	estraneo	ADJ	A
6776	appare	apparire	VERB	V
6777	etero	etero	ADV	A
6778	garantire	garantire	VERB	V
6779	apprezzato	apprezzare	VERB	V
6780	roulotte	roulotte	NOUN	S
6781	p	p	X	E
6782	ammiro	ammirare	VERB	V
6783	bellissime	bellissimo	ADJ	A
6784	riscaldamento	riscaldamento	NOUN	S
6785	meritava	meritare	VERB	V
6786	nominare	nominare	VERB	V
6787	inviare	inviare	VERB	V
6788	sosta	sosta	NOUN	S
6789	cannone	cannone	NOUN	S
6790	proseguire	proseguire	VERB	V
6791	allucinazioni	allucinazione	NOUN	S
6792	samuel	samuel	PROPN	SP
6793	comportarsi	comportare si	VERB	V_PC
6794	desiderare	desiderare	VERB	V
6795	prepararsi	preparare si	VERB	V_PC
6796	personalità	personalità	NOUN	S
6797	dipendenza	dipendenza	NOUN	S
6798	ridurre	ridurre	VERB	V
6799	it'	it	DET	RI
6800	inevitabile	inevitabile	ADJ	A
6801	uccellino	uccellino	NOUN	S
6802	matty	matty	NOUN	S
6803	efficace	efficace	ADJ	A
6804	cacciatori	cacciatore	NOUN	S
6805	trasferire	trasferire	VERB	V
6806	theo	theo	ADJ	A
6807	reggie	reggie	VERB	V
6808	batman	batman	NOUN	SP
6809	drake	drake	PROPN	SP
6810	campana	campana	NOUN	S
6811	sullivan	Sullivan	DET	VA
6812	sollevato	sollevare	VERB	V
6813	sciopero	sciopero	NOUN	S
6814	bussare	bussare	VERB	V
6815	toast	toast	NOUN	S
6816	negato	negare	VERB	V
6817	canti	canto	NOUN	S
6818	bennett	Bennett	PROPN	SP
6819	ingiusto	ingiusto	PRON	PD
6820	pesi	peso	NOUN	S
6821	secca	seccare	ADJ	V
6822	rivedremo	rivedremo	VERB	V
6823	votato	votare	VERB	V
6824	gabe	Gabe	PROPN	SP
6825	operai	operaio	NOUN	S
6826	min	min	NOUN	S
6827	attaccata	attaccare	VERB	V
6828	giudici	giudice	NOUN	S
6829	lenny	lenny	NOUN	S
6830	murray	Murray	NOUN	S
6831	agenda	agenda	NOUN	S
6832	blog	blog	NOUN	S
6833	registrazioni	registrazione	NOUN	S
6834	proprietari	proprietario	NOUN	S
6835	kara	Kara	NOUN	SP
6836	jonah	jonah	NOUN	S
6837	aspettarti	aspettare ti	VERB	V_PC
6838	donato	donare	VERB	V
6839	valida	valido	ADJ	A
6840	offerte	offerta	NOUN	S
6841	peggiorare	peggiorare	VERB	V
6842	morirò	morire	VERB	S
6843	generazioni	generazione	NOUN	S
6844	goditi	goditire	VERB	V
6845	gavin	gavin	VERB	SP
6846	occupero	occupero	NOUN	S
6847	google	google	PRON	PI
6848	rocce	roccia	NOUN	S
6849	salita	salitare	NOUN	V
6850	rintracciato	rintracciare	VERB	V
6851	negoziare	negoziare	VERB	V
6852	provino	provino	NOUN	S
6853	femminuccia	Femminuccia	NOUN	S
6854	alternative	alternativa	NOUN	S
6855	prenderle	prendere le	VERB	V_PC
6856	sheila	sheilae	NOUN	S
6857	conrad	Conrad	PROPN	SP
6858	precisione	precisione	NOUN	S
6859	dirige	dirigere	VERB	V
6860	dj	dj	NOUN	S
6861	preghiamo	preghere	VERB	V
6862	trovarli	trovare li	VERB	V_PC
6863	possiate	posseia	VERB	V
6864	melanie	melania	NOUN	S
6865	costruendo	costruire	VERB	V
6866	ellis	Ellis	PROPN	SP
6867	anton	anton	PROPN	SP
6868	central	central	NOUN	A
6869	corde	corda	NOUN	S
6870	estratto	estrarre	VERB	V
6871	karma	Karma	NOUN	S
6872	provocato	provocare	VERB	V
6873	proteggermi	proteggere mi	VERB	V_PC
6874	ossessione	ossessione	NOUN	S
6875	dimenticarti	dimenticare ti	VERB	V_PC
6876	chiamavano	chiamare	VERB	V
6877	usava	usare	VERB	V
6878	sirena	sirenare	NOUN	S
6879	trasferiti	trasferire	VERB	V
6880	aspettarmi	aspettare mi	NOUN	S
6881	sandwich	sandwich	PROPN	SP
6882	versato	versare	VERB	V
6883	concentrarmi	concentrare mi	VERB	V_PC
6884	delusa	deludere	PROPN	SP
6885	reynolds	reynoldso	NOUN	S
6886	ritrovare	ritrovare	VERB	V
6887	vermi	verma	NOUN	S
6888	silenzioso	silenzioso	ADJ	A
6889	affinché	affinché	SCONJ	CS
6890	dipingere	dipingere	VERB	V
6891	potuta	potere	VERB	V
6892	impari	imparare	VERB	V
6893	simpson	Simpson	PROPN	SP
6894	juliette	Juliette	NOUN	S
6895	philadelphia	philadelphia	PROPN	SP
6896	comprensione	comprensione	NOUN	S
6897	vendo	vere	VERB	V
6898	dexter	dexter	PROPN	SP
6899	sfruttare	sfruttare	VERB	V
6900	mobile	mobile	ADJ	A
6901	dimostrazione	dimostrazione	NOUN	S
6902	colpevoli	colpevole	ADJ	A
6903	tasso	tasso	NOUN	S
6904	axl	axl	NOUN	S
6905	gangster	gangster	NOUN	S
6906	erin	erin	PROPN	SP
6907	boris	Boris	X	SW
6908	pirati	pirata	NOUN	S
6909	vogliate	vogliare	VERB	V
6910	ribelle	ribelle	ADJ	A
6911	avvicinati	avvicinare	VERB	V
6912	palo	palo	NOUN	S
6913	tattica	tattica	NOUN	S
6914	ricevo	ricevere	VERB	V
6915	fregare	fregare	VERB	V
6916	val	val	NOUN	S
6917	aiuterò	aiuterò	VERB	V
6918	finendo	finere	VERB	V_PC
6919	ritirato	ritirare	VERB	V
6920	fidarci	fidare ci	VERB	V_PC
6921	incontrarla	incontrare la	VERB	V_PC
6922	mantenuto	mantenere	VERB	V
6923	convincente	convincente	ADJ	A
6924	brenda	brendere	VERB	V
6925	api	ape	NOUN	S
6926	marinaio	marinaio	NOUN	S
6927	gomme	gomma	NOUN	S
6928	cavalieri	cavaliero	NOUN	S
6929	esperta	espertare	NOUN	S
6930	darebbe	dare	VERB	V
6931	intimo	intimo	ADJ	A
6932	fata	fato	NOUN	S
6933	cifre	cifra	NOUN	S
6934	eseguire	eseguire	VERB	V
6935	creando	creare	VERB	V
6936	fantastiche	fantastico	ADJ	A
6937	morisse	morire	VERB	V
6938	sacchetto	sacchetto	NOUN	S
6939	penserò	pensare	VERB	V
6940	morris	Morris	PROPN	SP
6941	garanzia	garanzia	NOUN	S
6942	proposto	proporre	VERB	V
6943	mona	Mona	NOUN	S
6944	approccio	approccio	NOUN	S
6945	ragno	ragno	NOUN	S
6946	combatti	combatti	VERB	V
6947	ivy	ivy	NOUN	B
6948	cathy	cathy	ADJ	SP
6949	spiegarmi	spiegare mi	VERB	V_PC
6950	direttrice	direttore	NOUN	S
6951	spiegazioni	spiegazione	NOUN	S
6952	attenzioni	attenzione	NOUN	S
6953	atterrare	atterrare	VERB	V
6954	papi	papo	NOUN	S
6955	cyrus	cyrus	PRON	S
6956	fotografica	fotografico	ADJ	S
6957	pierre	pierrere	VERB	V
6958	legalmente	legalmente	ADV	B
6959	salone	salone	NOUN	S
6960	chiedervi	chiedere vi	VERB	V_PC
6961	cercarmi	cercare mi	VERB	V_PC
6962	omicida	omicida	NOUN	S
6963	massacro	massacro	NOUN	S
6964	ballerina	ballerina	NOUN	S
6965	stessero	stere	VERB	VA
6966	grandiosa	grandioso	ADJ	A
6967	semi	seme	NOUN	S
6968	june	june	ADJ	A
6969	sherlock	sherlock	NOUN	S
6970	piangi	piangi	VERB	V
6971	gestione	gestione	NOUN	S
6972	toglierti	togliere ti	VERB	V_PC
6973	torcia	torcia	NOUN	S
6974	aspetterò	aspettare	VERB	V
6975	marea	marea	NOUN	S
6976	legittima	legittimo	ADJ	A
6977	piper	piper	NOUN	S
6978	marrone	marrone	ADJ	A
6979	milano	Milano	PROPN	SP
6980	costole	costola	NOUN	S
6981	disgrazia	disgrazia	NOUN	S
6982	renderlo	rendere lo	VERB	V_PC
6983	hacker	hacker	NOUN	S
6984	finiremo	finire	VERB	V
6985	dolori	dolore	NOUN	S
6986	sbagliando	sbagliare	VERB	V
6987	sviluppato	sviluppare	VERB	V
6988	bisogni	bisogno	NOUN	S
6989	funghi	fungo	NOUN	S
6990	sfuggito	sfuggire	VERB	V
6991	rex	rex	NOUN	N
6992	riusciro	riusciro	VERB	V
6993	valley	Valley	PROPN	SP
6994	nati	nascere	VERB	V
6995	reese	reese	ADJ	V
6996	valgono	valere	VERB	V
6997	antenati	antenato	NOUN	S
6998	cagare	cagare	VERB	V
6999	silver	silver	NOUN	A
7000	portiere	portiere	NOUN	S
7001	carità	carità	NOUN	S
7002	leggerlo	leggere lo	VERB	V_PC
7003	esagerare	esagerare	VERB	V
7004	reagire	reagire	VERB	V
7005	interessati	interessare	ADJ	A
7006	get	get	X	SW
7007	greco	greco	ADJ	A
7008	arrivarci	arrivare ci	VERB	V_PC
7009	down	down	X	SW
7010	ragionare	ragionare	VERB	V
7011	software	software	NOUN	S
7012	hei	hei	ADJ	S
7013	fragile	fragile	ADJ	A
7014	elefante	elefante	NOUN	S
7015	perderemo	perdere	VERB	V
7016	scheda	schedare	NOUN	S
7017	spariti	sparire	VERB	V
7018	audizione	audizione	NOUN	S
7019	legate	legare	VERB	V
7020	compare	comparire	VERB	V
7021	sembravano	sembrare	VERB	V
7022	houston	Houston	PROPN	SP
7023	esistere	esistere	VERB	V
7024	mostrami	mostrame	VERB	V_PC
7025	commento	commento	NOUN	S
7026	rimosso	rimottere	VERB	V
7027	nipoti	nipote	NOUN	S
7028	donovan	donovan	VERB	V
7029	georgia	georgia	NOUN	S
7030	epidemia	epidemia	NOUN	S
7031	volerci	volere ci	VERB	V_PC
7032	rospo	rospo	NOUN	S
7033	partendo	partire	VERB	V
7034	onorato	onorare	VERB	V
7035	fecero	fare	VERB	V
7036	trent'	trent	VERB	RD
7037	comportati	comportare	VERB	V
7038	visuale	visuale	NOUN	S
7039	sinceri	sincero	ADJ	A
7040	pompa	pompa	NOUN	S
7041	poiche	poica	ADJ	CS
7042	dixon	dixon	PROPN	SP
7043	volti	volto	NOUN	S
7044	ombre	ombra	NOUN	S
7045	sadie	sadie	VERB	V
7046	vene	vena	NOUN	S
7047	prezzi	prezzo	NOUN	S
7048	terminato	terminare	VERB	V
7049	intelligence	intelligence	NOUN	S
7050	ash	ash	NOUN	S
7051	discuterne	discutere ne	VERB	V_PC
7052	giochetti	giochetto	NOUN	S
7053	disordine	disordine	NOUN	S
7054	priorità	priorità	NOUN	S
7055	saper	sapere	VERB	V
7056	instabile	instabile	ADJ	A
7057	gettare	gettare	VERB	V
7058	aiutero	aiutero	VERB	V
7059	clarke	Clarke	NOUN	S
7060	dispiaciuta	dispiaciere	VERB	V
7061	picchiare	picchiare	VERB	V
7062	nere	nero	ADJ	A
7063	mandano	mandare	VERB	V
7064	you'	you	X	SW
7065	limousine	limousine	NOUN	S
7066	appeso	appendere	VERB	V
7067	lascerà	lascare	VERB	V
7068	precisamente	precisamente	ADV	B
7069	rimarrà	rimarre	VERB	V
7070	cheerleader	cheerleader	NOUN	S
7071	sospetta	sospettare	ADJ	A
7072	piccoletto	piccoletto	ADJ	A
7073	carbone	carbone	NOUN	S
7074	pugnale	pugnale	NOUN	S
7075	bart	Bart	PROPN	SP
7076	sapone	sapone	NOUN	S
7077	gin	gin	NOUN	S
7078	cattura	cattura	VERB	V
7079	fallire	fallire	VERB	V
7080	parlavi	parlavare	VERB	V
7081	posa	posa	NOUN	S
7082	compagnie	compagnia	NOUN	S
7083	chen	chen	NOUN	S
7084	settimo	settimo	ADJ	NO
7085	hugh	Hugh	NOUN	S
7086	inserito	inserire	VERB	V
7087	venute	venere	VERB	V
7088	scozia	Scozia	PROPN	SP
7089	teso	tendere	ADJ	V
7090	ripeti	ripetere	VERB	V
7091	arnold	arnold	PROPN	S
7092	valerie	valerie	ADJ	S
7093	italiani	italiano	ADJ	A
7094	progresso	progresso	NOUN	S
7095	rapido	rapido	ADJ	A
7096	dibattito	dibattito	NOUN	S
7097	buddy	Buddy	PROPN	SP
7098	ring	ring	NOUN	S
7099	occidentale	occidentale	ADJ	A
7100	valeva	valere	VERB	V
7101	spaghetti	spaghetto	NOUN	S
7102	annullato	annullare	VERB	V
7103	terremo	terremo	VERB	V
7104	rivederla	rivedere lo	VERB	V_PC
7105	north	North	PROPN	SP
7106	candidati	candidato	NOUN	S
7107	ward	Ward	NOUN	S
7108	stanchi	stanco	ADJ	A
7109	cerchero	cerchee ro	VERB	V_PC
7110	creazione	creazione	NOUN	S
7111	sceneggiatura	sceneggiatura	NOUN	S
7112	sedie	sedia	NOUN	S
7113	opinioni	opinione	NOUN	S
7114	nazisti	nazista	NOUN	S
7115	offrendo	offrere	VERB	V
7116	esplosivi	esplosivo	NOUN	S
7117	sanguinando	sanguinare	VERB	V
7118	crane	crana	NOUN	S
7119	ohio	ohio	NOUN	S
7120	riuscirà	riuscire	VERB	V
7121	bloccare	bloccare	VERB	V
7122	are	are	ADV	B
7123	parlavamo	parlare	VERB	V
7124	delusione	delusione	NOUN	S
7125	mettiamoci	mettiamoci	VERB	V_PC
7126	scossa	scossa	VERB	V
7127	scappi	scape pi	VERB	V_PC
7128	disperazione	disperazione	NOUN	S
7129	distante	distante	ADJ	A
7130	voluti	volere	VERB	V
7131	digitali	digitale	ADJ	A
7132	raffreddore	raffreddore	NOUN	S
7133	permanente	permanente	ADJ	A
7134	schianto	schianto	NOUN	S
7135	stretti	stretto	ADJ	A
7136	mancare	mancare	VERB	V
7137	scelgo	scelgere	VERB	V
7138	naturali	naturale	ADJ	A
7139	barche	barca	NOUN	S
7140	disturbi	disturbo	NOUN	S
7141	categoria	categoria	NOUN	S
7142	arrestata	arrestare	VERB	V
7143	filosofia	filosofia	NOUN	S
7144	riferito	riferire	VERB	V
7145	chang	Chang	NOUN	SP
7146	co	co	NOUN	DQ
7147	intrappolato	intrappolare	VERB	V
7148	visioni	visione	NOUN	S
7149	protetta	proteggere	VERB	V
7150	viaggiato	viaggiare	VERB	V
7151	sopportarlo	sopportare lo	VERB	V_PC
7152	falli	fallo	NOUN	S
7153	estraneo	estraneo	ADJ	A
7154	urlato	urlare	VERB	V
7155	piove	piovere	VERB	V
7156	firmi	firmi	VERB	V_PC
7157	tacchi	tacco	NOUN	S
7158	ricordarti	ricordare ti	VERB	V_PC
7159	scopriamo	scoprere	VERB	V
7160	dominio	dominio	NOUN	S
7161	accadesse	accadere	VERB	V
7162	invasione	invasione	NOUN	S
7163	attualmente	attualmente	ADV	B
7164	vedesse	vedere	VERB	V
7165	dirla	dire la	VERB	V_PC
7166	impedito	impedire	VERB	V
7167	calvin	calvin	ADV	A
7168	dimensione	dimensione	NOUN	S
7169	hans	Hans	PROPN	SP
7170	democrazia	democrazia	NOUN	S
7171	trapianto	trapianto	NOUN	S
7172	moore	Moore	NOUN	S
7173	guardala	guardala	VERB	V_PC
7174	dimenticate	dimenticare	VERB	V
7175	scommesse	scommessa	NOUN	S
7176	volpe	volpe	NOUN	S
7177	dossier	dossier	NOUN	S
7178	altamente	altamente	ADV	B
7179	peste	pesta	NOUN	S
7180	y	y	CCONJ	CC
7181	seguente	seguente	ADJ	A
7182	inchiesta	inchiesta	NOUN	S
7183	burt	Burt	PRON	SW
7184	soprannome	soprannome	NOUN	S
7185	recenti	recente	ADJ	A
7186	geni	gene	NOUN	S
7187	sobrio	sobrio	ADJ	A
7188	mh	mh	CCONJ	CC
7189	musical	musical	NOUN	S
7190	elettrico	elettrico	ADJ	A
7191	monk	monk	PROPN	SP
7192	produrre	produrre	VERB	V
7193	paure	paura	NOUN	S
7194	destinato	destinare	VERB	V
7195	cemento	cemento	NOUN	S
7196	prendimi	prendimere	VERB	V_PC
7197	frode	frode	NOUN	S
7198	attaccati	attaccare	VERB	V
7199	dovessimo	dovessimo	ADV	B
7200	inganno	inganno	NOUN	S
7201	finanziario	finanziario	ADJ	A
7202	organizzando	organizzare	VERB	V
7203	venir	venire	VERB	V
7204	sung	sung	NOUN	S
7205	bernie	bernia	VERB	V
7206	renderti	rendere ti	VERB	V_PC
7207	yen	yen	NOUN	S
7208	globale	globale	ADJ	A
7209	permetterci	permettere ci	VERB	V_PC
7210	orsi	orso	NOUN	S
7211	radici	radice	NOUN	S
7212	rara	raro	ADJ	A
7213	pagati	pagare	VERB	V
7214	fusione	fusione	NOUN	S
7215	vigilata	vigilare	VERB	V
7216	generatore	generatore	NOUN	S
7217	daphne	daphne	ADJ	A
7218	terrorizzato	terrorizzare	VERB	V
7219	alpha	alpha	ADV	B
7220	consideri	considerare	VERB	V
7221	yoon	yoon	X	SW
7222	liscio	liscio	ADJ	A
7223	sognando	sognare	VERB	V
7224	milo	Milo	PROPN	SP
7225	vendendo	vendere	VERB	V
7226	delta	delta	PROPN	SP
7227	mise	mettere	VERB	V
7228	tequila	tequila	NOUN	S
7229	squali	squale	NOUN	S
7230	sposarci	sposare ci	VERB	V_PC
7231	acquisto	acquisto	NOUN	S
7232	aerea	aereo	ADJ	A
7233	dichiarazioni	dichiarazione	NOUN	S
7234	economica	economico	ADJ	A
7235	minori	minore	ADJ	A
7236	jasper	Jasper	NOUN	S
7237	scappati	scappare	VERB	V
7238	comunicato	comunicare	VERB	S
7239	tirate	tirare	VERB	V
7240	ciambelle	ciambella	NOUN	S
7241	stupidaggini	stupidaggine	NOUN	S
7242	alfred	alfred	PROPN	SP
7243	prosciutto	prosciutto	NOUN	S
7244	edizione	edizione	NOUN	S
7245	eleanor	eleanor	VERB	S
7246	cenere	cenere	NOUN	S
7247	iniziativa	iniziativa	NOUN	S
7248	mindy	Mindy	NOUN	SP
7249	porterai	porterai	VERB	V
7250	useremo	usere	VERB	V_B
7251	bernard	Bernard	PROPN	SP
7252	divertirci	divertire ci	VERB	V_PC
7253	inserire	inserire	VERB	V
7254	alimentare	alimentare	ADJ	V
7255	contessa	contesse	NOUN	S
7256	onorevole	onorevole	NOUN	S
7257	treni	treno	NOUN	S
7258	irene	irene	PROPN	SP
7259	danneggiato	danneggiare	VERB	V
7260	mancia	mancia	NOUN	S
7261	assoluta	assoluto	ADJ	A
7262	febbraio	febbraio	NOUN	S
7263	donnie	donnia	NOUN	S
7264	nascondiglio	nascondiglio	NOUN	S
7265	violato	violare	VERB	V
7266	fermarla	fermare la	VERB	V_PC
7267	penserà	pensare	VERB	V
7268	incontrarlo	incontrare lo	VERB	V_PC
7269	limone	limone	NOUN	S
7270	barriera	barriera	NOUN	S
7271	finestrino	finestrino	NOUN	S
7272	collegati	collegare	VERB	V
7273	perderti	perdere ti	VERB	V_PC
7274	impedisce	impedire	VERB	V
7275	piloti	pilota	NOUN	S
7276	presentimento	presentimento	NOUN	S
7277	gratitudine	gratitudina	NOUN	S
7278	suprema	Suprema	ADJ	A
7279	apparecchio	apparecchio	NOUN	S
7280	avvicinarsi	avvicinare si	VERB	V_PC
7281	registrata	registrare	VERB	V
7282	panchina	panchina	NOUN	S
7283	wolf	Wolf	PROPN	SP
7284	accompagnato	accompagnare	VERB	V
7285	isabel	isabel	PROPN	SP
7286	ji	ji	NOUN	S
7287	lascera	Lascera	PROPN	SP
7288	contadino	contadino	NOUN	S
7289	incontreremo	incontrere	VERB	V
7290	fondazione	fondazione	NOUN	S
7291	sbarre	sbarra	NOUN	S
7292	missile	missile	NOUN	S
7293	edgar	edgar	VERB	V
7294	mito	mito	NOUN	S
7295	suggerisce	suggerire	VERB	V
7296	end	end	NOUN	SW
7297	giusti	giusto	ADJ	A
7298	adozione	adozione	NOUN	S
7299	usciva	uscire	VERB	V
7300	garrett	garrett	VERB	V_PC
7301	spade	spada	NOUN	S
7302	filmati	filmato	NOUN	S
7303	operare	operare	VERB	V
7304	seta	seta	NOUN	S
7305	ditta	ditta	NOUN	S
7306	rusty	rusty	PROPN	SP
7307	rifare	rifare	VERB	V
7308	abitudini	abitudine	NOUN	S
7309	riporto	riportare	VERB	V
7310	liberarsi	liberare si	VERB	V_PC
7311	tatuaggi	tatuaggio	NOUN	S
7312	studiando	studiare	VERB	V
7313	tecnici	tecnico	NOUN	S
7314	ritardato	ritardare	VERB	V
7315	credetemi	credetemi	VERB	V_PC
7316	accomodatevi	accomodatevere	VERB	V_PC
7317	sbagliare	sbagliare	VERB	V
7318	stradale	stradale	ADJ	A
7319	chelsea	chelsea	ADJ	A
7320	santi	santo	NOUN	S
7321	arrabbiati	arrabbiare	VERB	V
7322	jun	Jun	NOUN	SP
7323	vendono	vendere	VERB	V
7324	coltelli	coltello	NOUN	S
7325	parlarvi	parlare vi	VERB	V_PC
7326	allerta	allerta	NOUN	S
7327	volgare	volgare	ADJ	A
7328	basato	basato	ADJ	A
7329	israele	Israele	PROPN	SP
7330	rilasciare	rilasciare	VERB	V
7331	protegge	proteggere	VERB	V
7332	spiegarti	spiegare ti	VERB	V_PC
7333	cancelli	cancello	NOUN	S
7334	jon	Jon	PROPN	SP
7335	superman	Superman	PROPN	SP
7336	ceneri	cenere	NOUN	S
7337	sostanze	sostanza	NOUN	S
7338	suggerito	suggerire	VERB	V
7339	pollice	pollice	NOUN	S
7340	ostacolo	ostacolo	NOUN	S
7341	scudi	scudo	NOUN	S
7342	timido	timido	ADJ	A
7343	giocano	giocare	VERB	V
7344	deriva	derivare	VERB	V
7345	finch	finch	VERB	S
7346	quassu	quassu	ADJ	A
7347	insistere	insistere	VERB	V
7348	malinteso	malintendere	VERB	A
7349	chiederglielo	chiedergliee lo	VERB	V_PC
7350	avvertire	avvertire	VERB	V
7351	veste	vestire	VERB	V
7352	poeta	poeta	NOUN	S
7353	high	high	ADJ	A
7354	polo	polo	NOUN	S
7355	porteranno	portere	VERB	V
7356	mutandine	mutandina	NOUN	S
7357	luca	Luca	PROPN	SP
7358	know	know	NOUN	S
7359	incantevole	incantevole	ADJ	A
7360	violenta	violento	ADJ	A
7361	imboscata	imboscare	VERB	V
7362	can	can	NOUN	S
7363	mercoledì	mercoledì	NOUN	S
7364	faccende	faccenda	NOUN	S
7365	resterai	restere ai	VERB	V
7366	divertita	divertire	VERB	V
7367	servisse	servire	VERB	V
7368	piccolina	piccolino	ADJ	A
7369	casse	cassa	NOUN	S
7370	ammazza	ammazzare	VERB	V
7371	necessariamente	necessariamente	ADV	B
7372	squillo	squillo	NOUN	S
7373	piccante	piccante	ADJ	A
7374	country	country	NOUN	S
7375	quassù	quassù	PRON	PQ
7376	bunker	bunker	NOUN	S
7377	bevuta	bevere	VERB	V
7378	incontra	incontrare	VERB	V
7379	franco	franco	ADJ	A
7380	taco	taco	PRON	PI
7381	alloggio	alloggio	NOUN	S
7382	vitali	vitale	ADJ	S
7383	poltrona	poltrona	NOUN	S
7384	fingendo	fingere	VERB	V
7385	ritrovo	ritrovo	ADJ	A
7386	this	this	X	SW
7387	caduti	cadere	VERB	V
7388	tredici	tredici	NUM	N
7389	saltata	saltare	VERB	V
7390	sufficienza	sufficienza	NOUN	S
7391	gray	gray	NOUN	S
