rank,noun,collocations,ru
8106,seguite,,следуйте
8107,evoluzione,,эволюция
8110,picchiata,,избитая
8112,ragazzine,,девочки/девчонки
8113,cambiarmo,,поменяться/переодеться
8117,pasticcio,,путаница/беспорядок
8118,tirato,,вытянутый/натянутый
8119,libreria,,книжный магазин
8121,nobilo,,благородный
8124,perla,,жемчужина
8129,manutenzione,,техобслуживание
8131,portarvo,,принести вам
8132,notturno,,ночной
8133,nascoste,,скрытые
8136,armatura,,броня/доспехи
8137,agnello,,ягнёнок
8138,bordello,,бордель
8139,farsa,,фарс
8141,maggioranza,,большинство
8142,mama,,мама
8144,arteria,,артерия
8145,necessita,,необходимость
8147,brutale,,жестокий/брутальный
8149,convincermo,,убедить меня
8150,tirarlo,,тянуть его
8152,alloggo,,жильё
8153,scommetterco,,поспорить
8156,anonima,,анонимная
8157,baracca,,лачуга/барак
8158,arachido,,арахис
8161,panna,,сливки
8162,patetica,,жалкая/патетическая
8166,ricordarmo,,запомнить/вспомнить
8167,anatra,,утка
8169,orientale,,восточный
8170,femmine,,самки/женщины
8173,terremoto,,землетрясение
8174,samurao,,самурай
8176,ringraziarla,,поблагодарить её
8180,indovinate,,угадайте
8182,rilevante,,значимый/соответствующий
8186,tossico,,токсичный/наркоман
8188,escluso,,исключённый
8189,reato,,преступление
8194,kane,,Кейн
8195,ubriacone,,пьяница
8197,sballo,,кайф/шок
8202,artificio,,уловка/искусство
8204,clima,,климат
8207,rovino,,разрушаю
8210,pepe,,перец
8211,sacra,,священная
8214,fastidioso,,раздражающий/назойливый
8215,inchiostro,,чернила
8216,energie,,энергии
8218,tantissime,,очень многие
8219,gorilla,,горилла
8220,pentirao,,покается
8221,vicinanze,,окрестности
8224,combatte,,сражается
8227,avventure,,приключения
8229,romano,,римлянин/римский
8235,saggia,,мудрая
8241,vega,,Вега
8245,nuoto,,плавание
8247,gabrielle,,Габриэлла
8248,spiritoso,,остроумный
8249,merco,,торговец
8251,lavoretto,,работёнка
8253,martino,,Мартино
8254,more,,смоква/умирает
8255,puttanella,,шлюшка
8257,comprensibile,,понятный
8258,eccitata,,возбуждённая
8259,richiamamo,,вызываем/перезваниваем
8264,trofeo,,трофей
8269,cicatrico,,шрам
8272,architetto,,архитектор
8273,spararmo,,выстрелить в меня
8276,ramo,,ветка
8282,calze,,носки/колготки
8287,scartoffie,,бумаги/документы
8288,rimorso,,угрызение/раскаяние
8290,celeste,,небесный/голубой
8293,suicida,,самоубийца
8294,telegramma,,телеграмма
8296,successiva,,последующая
8297,italiana,,итальянка/итальянская
8299,alzate,,поднятые
8302,profondità,,глубина
8305,tessa,,Тесса
8306,spogliarellista,,стриптизёрша
8307,ipocrita,,лицемер/лицемерный
8309,lesbiche,,лесбиянки
8313,viaggia,,путешествует
8314,lealta,,верность/лояльность
8315,difetto,,дефект/недостаток
8317,contabile,,бухгалтер
8319,navetta,,шаттл/маршрутка
8320,dolcetto,,сладость/конфета
8325,lampo,,вспышка/молния
8326,furioso,,яростный/бешеный
8329,spaventosa,,пугающая
8330,aggressore,,нападающий/агрессор
8331,collateralo,,побочный/смежный
8332,fantasie,,фантазии
8334,grotta,,пещера
8335,tosse,,кашель
8337,sospensione,,приостановка/подвеска
8338,intima,,интимная/нижнее бельё
8339,tate,,няни
8340,pasqua,,Пасха
8342,rimedio,,средство/лекарство
8346,midollo,,мозг/костный мозг
8347,setta,,секта
8348,follo,,сумасшедший
8349,telegiornale,,телевизионные новости
8353,eredità,,наследство
8355,ordina,,заказывает
8356,piombo,,свинец
8357,procura,,прокуратура
8358,anziana,,пожилая
8359,dovero,,долг
8361,scorte,,запасы
8364,irrilevante,,несущественный
8365,tosto,,скоро/быстро
8368,immortale,,бессмертный
8370,egitto,,Египет
8372,ratto,,крыса
8374,sessione,,сессия/заседание
8375,arrosto,,жаркое/ростбиф
8376,dignità,,достоинство
8378,sfera,,сфера/шар
8380,lealtà,,верность
8382,critiche,,критики/отзывы
8385,dichiara,,заявляет/объявляет
8387,falle,,бреши/дыры
8388,miserabile,,жалкий/несчастный
8390,passero,,воробей
8394,oca,,гусыня/дура
8397,adrenalina,,адреналин
8401,tenebre,,тьма/мрак
8403,laurie,,Лори
8404,capsula,,капсула
8405,colline,,холмы
8407,automatico,,автоматический
8409,psicologia,,психология
8411,antidoto,,противоядие
8413,ammissione,,признание/допуск
8414,abe,,Абе
8417,torace,,грудная клетка
8418,spostatevo,,передвиньте
8419,isabelle,,Изабелла
8422,spaccio,,сбыт/наркоторговля
8426,marmellata,,варенье/джем
8427,scema,,дура/глупая
8431,rispettabile,,респектабельный
8433,genetica,,генетика
8436,beneficio,,польза/выгода
8438,fattore,,фактор
8439,emozionata,,взволнованная
8442,joyce,,Джойс
8443,cercheremo,,мы поищем
8450,canalo,,канал
8451,occuperemo,,мы займём
8455,civiltà,,цивилизация
8456,baia,,бухта/залив
8457,aggiornamento,,обновление
8460,ridotta,,уменьшенная/редут
8463,risale,,восходит/поднимается
8470,assaggio,,проба/дегустация
8473,nascondermo,,спрятать
8474,violino,,скрипка
8478,separazione,,разделение/разлука
8479,splendore,,великолепие/блеск
8481,tirarmo,,тянуть меня
8482,cappella,,часовня
8483,perdento,,проигравший
8487,amavo,,любил(а)
8488,cristina,,Кристина
8489,sistemo,,устраиваю/система
8491,riflesso,,рефлекс/отражение
8493,atleta,,атлет/спортсмен
8497,regolamento,,регламент/правила
8498,sfugge,,ускользает
8500,beccato,,пойманный
8501,bacino,,бассейн/таз
8505,fatale,,роковой/смертельный
8506,sfondo,,фон/задний план
8507,ragazzone,,парень/здоровяк
8508,marcio,,гнилой/подлый
8509,cartelle,,папки
8512,scappate,,сбежавшие
8513,antoine,,Антуан
8514,comico,,комический/комик
8515,insignificante,,незначительный
8516,aziendale,,корпоративный
8518,straccio,,тряпка
8519,obama,,Обама
8522,interrogatoro,,допрос
8524,seminario,,семинар
8525,casuale,,случайный
8527,uscirao,,выйдет
8528,lesiono,,повреждение/рана
8529,saperso,,узнать
8533,aiuterebbe,,помог бы
8535,disturbarto,,побеспокоить тебя
8536,indicaziono,,указание/показание
8537,spike,,Спайк
8541,farmelo,,сделать это
8542,sella,,седло
8545,tienimo,,держим
8546,pettegolezzo,,сплетня
8548,zecca,,клещ/монетный двор
8549,pazzesca,,безумная/потрясающая
8551,galla,,галл/желудь
8552,autentico,,подлинный/настоящий
8556,pompino,,минет
8557,interruttore,,выключатель
8558,specialista,,специалист
8563,spararglo,,выстрелить в него
8564,barzelletta,,анекдот/шутка
8566,maro,,маро/мавр
8567,cardinale,,кардинал
8569,officina,,мастерская
8571,bentornata,,добро пожаловать обратно
8572,jude,,Джуд
8573,obbligata,,обязанная
8574,municipio,,мэрия
8580,mae,,Мэй
8581,e'o,,это
8582,prigioniera,,пленница
8583,pisello,,горошек
8585,capira,,поймёт
8587,aree,,области/зоны
8591,cinture,,пояса/ремни
8593,decine,,десятки
8595,vapore,,пар
8597,curvatura,,кривизна
8598,archie,,Арчи
8600,collegio,,колледж/общежитие
8604,battaglie,,битвы/сражения
8605,accusata,,обвиняемая
8606,campane,,колокола
8607,irritante,,раздражающий
8608,esercizo,,упражнение
8610,solite,,обычные
8614,perda,,теряет
8615,difensore,,защитник
8617,cucchiaio,,ложка
8618,trattata,,трактат/договор
8620,parrucca,,парик
8621,corretta,,правильная
8622,costosa,,дорогая
8626,gamma,,гамма/диапазон
8627,righe,,линии/строки
8631,patrimonio,,наследие/достояние
8636,materasso,,матрас
8638,dona,,дарит
8640,frigorifero,,холодильник
8641,pedro,,Педро
8644,veterinario,,ветеринар
8645,vigilo,,бдю/охраняю
8647,informata,,проинформированная
8649,postazione,,позиция/пост
8650,distributore,,раздатчик/дистрибьютор
8652,bollette,,счета
8653,liberato,,освобождённый
8656,talvolta,,иногда
8657,sigillo,,печать/пломба
8658,annuale,,ежегодный
8662,pallottole,,пули
8663,rilasso,,расслабление
8668,suora,,монахиня
8670,orlo,,край/подол
8671,degna,,достойная
8672,uscira,,выйдет
8673,aborto,,аборт
8675,rio,,ручей/Рио
8676,rana,,лягушка
8677,noco,,орех
8678,complotto,,заговор
8681,stuprata,,изнасилованная
8687,infernale,,адский
8688,autografo,,автограф
8689,duello,,дуэль
8690,provincia,,провинция
8692,tragico,,трагический
8693,irlanda,,Ирландия
8694,ispezione,,инспекция/осмотр
8696,imminente,,неизбежный
8698,opportunita',,возможность
8703,grido,,крик
8705,soda,,сода
8706,nano,,гном/карлик
8708,menzogne,,лжи
8709,banale,,банальный
8713,dirvelo,,сказать вам это
8714,rovescia,,опрокидывает/переворачивает
8715,sonia,,Соня
8716,temporanea,,временная
8718,industriale,,промышленный
8719,accosta,,приближает/прислоняет
8722,janice,,Дженис
8724,bea,,Беа
8727,anomalia,,аномалия
8728,fogna,,канализация
8730,convinto,,убеждённый
8732,costituzione,,конституция
8733,mentore,,наставник
8734,portatela,,отнеси её
8736,atrio,,вестибюль
8737,signoria,,синьория
8738,vendicarso,,отомстить
8742,orologo,,часы
8752,deficiente,,недоумок/дефективный
8758,dre,,Дре
8759,furgoncino,,фургончик
8762,fartelo,,сделать это тебе
8763,spazo,,космос/пространство
8766,invenzione,,изобретение
8768,immaginarlo,,представить его
8770,balena,,кит
8772,origino,,происхождение
8773,contenitore,,контейнер
8778,lavandino,,раковина
8779,padrono,,хозяин/владелец
8784,precedenza,,приоритет/очерёдность
8786,impaziente,,нетерпеливый
8788,fontana,,фонтан
8792,chiamatemo,,позовите меня
8793,documentario,,документальный фильм
8794,asciugamano,,полотенце
8796,doverto,,должен тебе
8797,rifarlo,,переделать
8801,anonimo,,анонимный
8804,perlomeno,,по крайней мере
8808,eredita,,наследство
8809,periferia,,окраина/периферия
8810,produttoro,,производитель
8811,tirata,,тяга/натяжение
8812,capodanno,,Новый год
8814,malvagia,,злая/злонамеренная
8816,cagna,,сука
8819,respinta,,отвергнутая
8820,calmarto,,успокоить тебя
8821,abbigliamento,,одежда/гардероб
8822,scientifico,,научный
8831,corna,,рога
8835,asino,,осёл
8836,mantello,,плащ/накидка
8838,credibile,,правдоподобный
8839,differente,,другой/отличный
8842,permetto,,позволяю/разрешаю
8843,strizzacervello,,психотерапевт/мозгоправ
8844,puzzo,,вонь/запах
8847,coinvolgimento,,вовлечённость
8849,primario,,первичный/главный
8851,etica,,этика
8853,altruo,,чужой
8855,pisolino,,дремота/сон
8857,figuro,,фигура/силуэт
8860,avanzata,,продвижение/наступление
8864,banchetto,,банкет/пир
8865,malgrado,,несмотря на/вопреки
8866,contesto,,контекст
8870,fortezza,,крепость/форт
8871,dormitorio,,общежитие
8872,sofferenze,,страдания
8875,meraviglie,,чудеса
8877,bancarotta,,банкротство
8878,originalo,,оригинал/оригинальный
8879,nazionalo,,национальный
8881,artificiale,,искусственный
8883,mostrarmo,,показать мне
8888,sciarpa,,шарф
8890,traditoro,,предатель
8891,oppa,,опа/хей
8892,bottino,,добыча/трофей
8894,conferenze,,конференции
8895,colla,,клей
8896,verita',,правда/истина
8898,starmo,,быть/оставаться
8908,essenza,,сущность/эссенция
8909,mutuo,,взаимный/ипотека
8915,promosso,,повышенный/переведённый
8916,patrigno,,отчим
8919,brusio,,гул/шёпот
8920,gallo,,петух
8922,magliette,,футболки
8924,definitiva,,окончательная
8926,evacuazione,,эвакуация
8929,svedese,,швед/шведский
8932,solletico,,щекотка
8933,farina,,мука
8935,accampamento,,лагерь/стоянка
8936,sistemata,,устроенная/размещённая
8938,temporaneo,,временный
8939,ringraziarvo,,поблагодарить вас
8942,bagnata,,мокрая
8944,medie,,средние
8948,orgasmo,,оргазм
8951,orfanotrofio,,детский дом/приют
8952,balcone,,балкон
8955,mazzo,,букет/пачка
8959,agitata,,взволнованная
8960,controllata,,контролируемая
8961,plotone,,взвод
8962,inizieremo,,мы начнём
8963,fregato,,обманутый
8964,grembo,,лоно/колени
8966,teme,,боится
8968,ostile,,враждебный
8969,salsiccia,,сосиска/колбаса
8970,presentato,,представленный
8974,superficiale,,поверхностный
8975,esse,,они/быть
8978,spavento,,испуг/ужас
8981,cannono,,пушка
8983,susie,,Сьюзи
8986,ridammo,,мы дали
8988,bryce,,Брайс
8989,gocce,,капли
8994,perderlo,,потерять его
8995,sirene,,сирены
8996,carolina,,Каролина
8998,identificazione,,идентификация
8999,sylvia,,Сильвия
9000,levo,,снимаю/убираю
9002,preservativo,,презерватив
9005,sino,,вплоть до/до
9006,violentata,,изнасилованная
9008,recinto,,ограда/загон
9009,ottimista,,оптимист
9010,necessità,,необходимость
9012,liberazione,,освобождение
9014,distrugge,,разрушает
9015,concorrenza,,конкуренция
9016,incirca,,примерно/приблизительно
9017,messicano,,мексиканец/мексиканский
9022,facciamoco,,сделаем это
9025,respinto,,отвергнутый
9026,eccone,,вот
9028,dawero,,действительно/правда
9029,dateco,,дайте
9030,tessuto,,ткань
9034,figuriamoco,,представим себе
9036,molestie,,домогательства
9037,farfalla,,бабочка
9039,concedo,,предоставляю/допускаю
9041,banconote,,банкноты
9044,metafora,,метафора
9045,ormono,,гормон
9046,fiancho,,бок/бедро
9047,perdona,,прощает
9049,scherzetto,,шутка/розыгрыш
9052,discarica,,свалка
9053,disprezzo,,презрение
9055,nanna,,сон/дремота
9059,confidenza,,доверие/интимность
9060,paramedico,,парамедик
9065,spacca,,ломает/раскалывает
9066,erezione,,эрекция
9067,joo,,Джо
9068,buttato,,брошенный
9071,incastrata,,застрявшая
9074,rientro,,возвращение
9076,magro,,худой/тощий
9077,spacco,,разрез/щель
9083,allontanatevo,,отодвиньтесь/отойдите
9084,caverao,,выяснит/поймёт
9085,estrazione,,извлечение/экстракция
9086,perle,,жемчужины
9089,rinchiusa,,запертая
9090,bolle,,пузыри/волдыри
9091,spionaggio,,шпионаж
9094,stregone,,колдун/чародей
9095,ingenuo,,наивный
9096,scoprisse,,обнаружил бы
9098,inizialo,,начальный
9099,elettronica,,электроника
9103,schiaffo,,пощёчина
9108,pagliaccio,,клоун
9109,investitoro,,инвестор
9110,orecchino,,серьга
9111,bizzarro,,странный/причудливый
9112,dama,,дама/госпожа
9113,pupazzo,,кукла/игрушка
9114,turco,,турок/турецкий
9115,corno,,рог
9119,spacciatoro,,наркоторговец
9121,incazzata,,разозлённая
9125,tabacco,,табак
9127,cattolica,,католичка/католическая
9128,camino,,камин
9132,pollico,,большой палец
9134,beccata,,укус/пойманная
9135,vaga,,расплывчатая/бродит
9137,idraulico,,сантехник
9138,procedure,,процедуры
9143,fedina,,судимость
9147,portiera,,дверь/привратница
9149,sfilata,,дефиле/парад
9152,formale,,формальный
9158,cece,,ннут/фасоль
9160,capezzolo,,сосок
9162,cartone,,картон/мультфильм
9163,ricevute,,полученные/квитанции
9166,ripulita,,очищенная
9168,umiliante,,унизительный
9169,reno,,Рено/почка
9171,veglia,,бдение/бодрствование
9172,ironico,,ироничный
9174,biliardo,,бильярд
9175,indipendenza,,независимость
9177,sparite,,исчезнувшие
9179,comunisto,,коммунист
9180,renee,,Рене
9181,inaugurazione,,торжественное открытие
9182,intensiva,,интенсивная
9184,aprirla,,открыть её
9186,tantino,,немного/чуть-чуть
9188,boxe,,бокс
9191,osa,,осмеливается
9192,tifo,,тиф/болезнь
9195,straniera,,иностранка/чужая
9197,danielle,,Даниэль
9199,traguardo,,финиш/цель
9201,dorsale,,спинной/дорсальный
9202,sparaglo,,выстрелить в него
9203,aliena,,чужая/инопланетная
9207,soffitta,,чердак/мансарда
9208,scusarso,,извиниться
9211,portaco,,нести
9215,benefico,,благотворительный
9216,affrontarlo,,столкнуться с ним
9217,impiego,,занятость/использование
9218,improvvisa,,внезапная
9219,infinita,,бесконечная
9220,ciccio,,толстяк/пухлый
9221,assemblea,,собрание/ассамблея
9223,guasto,,поломка/неисправность
9224,bree,,Бри
9225,accettate,,принятые
9226,trattasse,,имел бы дело
9229,pittore,,художник
9233,spugna,,губка
9234,coinquilino,,сосед по комнате
9236,attratto,,привлечённый
9239,stupisce,,удивляет
9240,dimora,,жилище/обитель
9244,stupidaggine,,глупость
9245,maturo,,зрелый
9246,celebrita,,знаменитость
9247,celia,,шутка/насмешка
9251,presentarso,,представиться
9252,intendete,,вы имеете в виду
9253,testardo,,упрямый
9254,decenno,,приличный
9258,assistento,,ассистент/помощник
9262,cavalleria,,кавалерия
9263,distrazione,,отвлечение
9265,compenso,,компенсация/вознаграждение
9267,balletto,,балет
9270,trasformata,,преобразованная
9274,profeta,,пророк
9277,capanna,,хижина
9278,comprato,,купленный
9279,valeria,,Валерия
9280,inclusa,,включённая
9281,sciroppo,,сироп
9283,facciale,,лицевой/фациальный
9287,allergico,,аллергический
9288,gravità,,серьёзность/гравитация
9295,pellicola,,плёнка
9300,fotta,,ебать/трахать
9303,pochissimo,,очень мало
9304,parlamento,,парламент
9306,capolavoro,,шедевр
9310,dirso,,скажи
9316,intrappolato,,попавший в ловушку
9320,scenario,,сценарий
9322,velo,,вуаль/покрывало
9323,ambizione,,амбиция/цель
9324,bandito,,бандит/изгнанный
9325,culla,,колыбель
9326,finisse,,закончил бы
9327,compresa,,включённая
9330,pomodoro,,помидор
9331,maura,,Маура
9333,lucido,,ясный/блестящий
9336,modesto,,скромный
9337,teletrasporto,,телепортация
9339,popolaro,,популярный
9341,sottovoce,,шёпотом/вполголоса
9343,turbata,,взволнованная/обеспокоенная
9344,glee,,ликование/радость
9345,levatevo,,поднимитесь
9346,timore,,страх/опасение
9348,fanciulla,,девушка/девица
9349,chiodo,,гвоздь
9350,noccioline,,орешки
9351,sbrigarco,,поторопиться
9355,tabulato,,распечатка/таблица
9356,flebo,,капельница
9358,regge,,держится/выдерживает
9360,capitata,,случившаяся
9361,pareva,,казалось
9363,stamano,,сейчас
9364,entrarco,,войти
9366,scattata,,сфотографированная
9367,disgustosa,,омерзительная
9369,serbatoio,,резервуар/бак
9371,borsetta,,сумочка
9373,profezia,,пророчество
9374,notturna,,ночная
9376,dateglo,,дайте ему
9379,foro,,отверстие/дыра
9382,eddao,,Эдуардо
9384,sensaziono,,ощущение/чувство
9387,insensibile,,бесчувственный
9389,complicate,,сложные
9390,separate,,отдельные
9391,ansioso,,тревожный
9393,baltimora,,Балтимор
9396,ascoltarlo,,послушать его
9397,antincendio,,противопожарный
9398,battesimo,,крещение
9399,cupola,,купол
9402,concentrarto,,сосредоточиться на тебе
9404,sanitaria,,санитарная
9408,panorama,,панорама/пейзаж
9410,assomiglo,,похож
9417,ricognizione,,разведка
9418,valo,,вал/стена
9423,tanya,,Таня
9424,analista,,аналитик
9428,tornado,,торнадо
9430,confesso,,признаюсь
9431,meccanismo,,механизм
9433,poliziotta,,полицейская
9434,georgie,,Джорджи
9436,guancia,,щека
9437,opportuno,,удобный/своевременный
9439,eternita,,вечность
9441,tonno,,тунец
9442,urgenza,,срочность
9445,nasa,,НАСА
9446,valvola,,клапан/вентиль
9447,ricatto,,шантаж
9448,signorino,,господинчик
9453,perfette,,идеальные
9454,pratico,,практичный
9458,steroido,,стероид
9459,concentrarco,,сосредоточиться
9460,vialetto,,аллея/дорожка
9461,rasoio,,бритва
9466,equipaggiamento,,снаряжение/оборудование
9470,emotiva,,эмоциональная
9471,frainteso,,недопонимание
9472,possiedo,,владею
9479,spettatoro,,зритель
9480,gare,,соревнования
9483,reggimento,,полк
9484,solitaria,,одинокая
9486,siero,,сыворотка
9487,controllarlo,,контролировать его
9488,identico,,идентичный
9490,incendo,,поджигаю
9495,ergastolo,,пожизненное заключение
9497,potenzialo,,потенциал
9502,navicella,,кораблик/челнок
9506,rito,,ритуал/обряд
9507,intensa,,интенсивная
9509,avanguardia,,авангард
9512,collegata,,подключённая
9515,coprifuoco,,комендантский час
9516,bretagna,,Бретань
9518,consiste,,состоит
9520,pulisco,,убираю/чищу
9523,ciotola,,миска
9524,tromba,,труба
9527,lucia,,Лючия
9528,rotolo,,рулон/булочка
9529,damigella,,девица/фрейлина
9530,legittimo,,законный
9531,pelliccia,,мех
9532,grecia,,Греция
9535,insulto,,оскорбление
9537,negativo,,отрицательный
9538,raccontarmo,,рассказать мне
9540,aprila,,открой её
9541,ave,,птица/здравица
9542,trovasso,,нашёл бы
9543,tentazione,,искушение
9544,attraversa,,пересекает
9545,grammo,,грамм
9546,religioso,,религиозный
9547,autostima,,самооценка
9548,resoconto,,отчёт/доклад
9549,basata,,основанная
9551,squilla,,звонит
9552,alzatevo,,поднимитесь
9554,soffia,,дует
9556,lunghezza,,длина
9558,inaccettabile,,неприемлемый
9559,mara,,Мара
9560,depressa,,подавленная
9561,aprilo,,открыть его
9563,binaro,,путь/рельс
9567,strike,,забастовка
9568,motto,,девиз
9569,biologia,,биология
9573,finanziaria,,финансовая
9574,dintorno,,вокруг/окрестности
9575,plasma,,плазма
9576,prevede,,предусматривает
9577,sigaro,,сигара
9578,pancetta,,грудинка/бекон
9579,arbitro,,судья/арбитр
9580,magra,,худая/тощая
9581,britannico,,британский
9585,rivale,,соперник
9587,complicaziono,,осложнение
9588,robaccia,,дрянь/мусор
9590,celle,,камеры/клетки
9591,sacca,,мешок/карман
9592,accolta,,встреченная/принятая
9593,fuso,,расплавленный/сплавленный
9594,elettricità,,электричество
9595,schiava,,рабыня
9601,operativa,,оперативная
9603,tiralo,,тяни его
9608,rico,,Рико
9618,realta',,реальность
9619,senatrice,,сенатор
9620,youtube,,YouTube
9623,assente,,отсутствующий
9625,nico,,Нико
9626,sentira,,почувствует
9628,baule,,сундук/багажник
9629,chiesta,,спрошенная
9630,pagarmo,,заплатить мне
9632,cola,,течёт/протекает
9633,vinceremo,,мы победим
9645,musicisto,,музыкант
9646,svezia,,Швеция
9655,cassonetto,,мусорный контейнер
9658,laboratoro,,лаборатория
9662,amarmo,,любить меня
9669,pasquale,,Паскуале
9673,gentiluomino,,джентльмен
9674,riprenderso,,взять себя в руки
9675,sgradevole,,неприятный
9677,affamato,,голодающий
9678,desiderate,,желаете
9679,allergica,,аллергичная
9681,curiosita,,любопытство
9682,funebre,,похоронный
9685,jeannie,,Джинни
9687,kao,,Као
9691,speravamo,,мы надеялись
9692,ollie,,Олли
9699,formidabile,,грозный/могучий
9704,ingenua,,наивная
9713,piste,,трассы/дорожки
9718,discesa,,спуск
9720,granata,,граната
9721,sembrata,,показавшаяся
9723,religiosa,,религиозная
9727,strisce,,полосы
9734,francine,,Фрэнсин
9735,tornasse,,вернулся бы
9741,domestico,,домашний
9748,comunale,,коммунальный/общий
9749,generalo,,генерал
9753,nikita,,Никита
9755,accompagnarmo,,сопровождать меня
9759,giura,,клянётся
9761,sotterraneo,,подземный
9770,provoca,,провоцирует
9772,paghero,,заплачу
9775,riconosciuta,,признанная
9782,pensasse,,думал бы
9784,spazzolino,,зубная щётка
9785,venticinque,,двадцать пять
9788,assao,,Асунсьон
9790,sanguigno,,кровный/кровяной
9796,daccordo,,ладно/хорошо
9800,biasimo,,порицание
9801,disturbarla,,побеспокоить её
9802,tondo,,круглый
9812,delinquento,,правонарушитель
9817,dopodomano,,послезавтра
9820,starmene,,оставаться
9821,pallido,,бледный
9825,arrenderso,,сдаться
9829,intendevo,,я имел в виду
9831,olimpiado,,Олимпиада
9832,dicesto,,сказал
9833,quadra,,квадрат/квадрант
9835,addome,,живот/брюшная полость
9842,rivolto,,обращённый/направленный
9843,antidolorifico,,обезболивающее
9845,significherebbe,,означало бы
9847,cassette,,кассеты/ящички
9851,proprietaria,,владелица
9870,bande,,банды/полосы
9876,microonde,,микроволновка
9882,julio,,Хулио
9884,vivento,,живущий
9886,sepolta,,погребённая
9888,maggiordomo,,дворецкий
9889,nuziale,,свадебный/брачный
9891,louie,,Луи
9894,premuroso,,заботливый/внимательный
9895,igienica,,гигиеническая
9896,desso,,теперь/сейчас
9897,yuro,,Юро
9899,liberata,,освобождённая
9900,usero,,буду использовать
9902,arrabbiarto,,разозлиться
9903,toccate,,тронутые
9906,tornarco,,вернуться
9908,sbrighiamoco,,поторопимся
9913,nasconderlo,,спрятать его
9917,dircelo,,сказать нам это
9918,esploso,,взорвавшийся
9920,mettico,,метический/медицинский
9921,bersaglo,,мишень/цель
9922,stanne,,будь
9924,tatto,,осязание/чувство
9926,cuoca,,повариха
9933,avvicinatevo,,приблизьтесь
9935,internazionalo,,международный
9937,biologica,,биологическая
9939,esplosa,,взорванная
9940,salutarto,,поприветствовать тебя
9943,tradiziono,,традиция
9949,soddisfatta,,удовлетворённая
9951,kappa,,каппа
9955,rayna,,Рейна
9956,uniscito,,объединись
9958,starto,,старт
9959,marinao,,моряк
9960,oggigiorno,,нынче/в наши дни
9963,combino,,сочетание/комбинирую
9964,predica,,проповедь
9965,godetevo,,наслаждайтесь
9968,spontanea,,спонтанная
9970,perfavore,,пожалуйста
9972,tenta,,пытается
9973,fritte,,жареные
9974,anteriore,,передний/предыдущий
9976,gravita,,серьёзность
9982,ciambella,,пончик
9988,finalo,,финал
9991,anita,,Анита
9992,perdero,,потеряю
9993,teatrale,,театральный
9994,discreto,,сдержанный/скромный
9995,erbe,,травы
9996,staziono,,станция
10006,finanziaro,,финансовый
10013,dammene,,дай мне
10014,invidio,,завидую
10018,salsicce,,сосиски
10019,omosessuale,,гомосексуал
10020,boccone,,кусочек/кусок
10024,duemila,,две тысячи
10025,comportata,,поведённая
10026,trappole,,ловушки
10027,uniformo,,униформа
10030,unirmo,,объединиться
10033,sottoterra,,под землёй
10036,trasmesso,,переданный
10038,giacomo,,Джакомо
10040,piacermo,,понравиться мне
10046,capiranno,,они поймут
10047,condotto,,проведённый/канал
10052,operando,,оперируя/действуя
10053,drono,,дрон
10056,lamentele,,жалобы
10061,adorava,,обожала
10062,cassandra,,Кассандра
10064,interiore,,внутренний
10068,paulie,,Поли
10069,pratiche,,практики
10074,diteglo,,палец
10076,cacciata,,охота/погоня
10077,rigido,,жёсткий
10079,lamentarto,,жаловаться тебе
10081,beatrice,,Беатриче
10082,marzialo,,военный
10083,adorabilo,,очаровательный
10084,soglia,,порог
10088,assicuratevo,,уверьтесь
10089,toglierso,,снять с себя
10090,commissiono,,комиссия
10093,guardatevo,,посмотрите
10094,fato,,судьба/рок
10096,sbrigho,,поторапливаюсь
10101,vocale,,гласный/вокальный
10106,rapine,,грабежи
10107,comprarmo,,купить мне
10108,ignorante,,невежда/невежественный
10109,decida,,пусть решит
10110,patricia,,Патриция
10114,spazialo,,пространственный
10117,puntuale,,пунктуальный
10119,culturale,,культурный
10120,sospira,,вздыхает
10123,katrina,,Катрина
10127,petra,,Петра
10130,intrappolata,,попавшая в ловушку
10131,insegnarmo,,научить меня
10132,ripeterlo,,повторить это
10136,puzzolente,,вонючий
10137,investigatoro,,следователь
10138,destinato,,предназначенный
10145,imprese,,предприятия/подвиги
10146,giudiziario,,судебный
10151,tesa,,натянутая
10152,frecce,,стрелы
10156,serbo,,серб
10161,videogiocho,,видеоигра
10162,giulietta,,Джульетта
10163,vagabondo,,бродяга
10165,risparmia,,экономит
10166,metterle,,поставить их
10169,identica,,идентичная
10175,agisce,,действует
10176,giove,,Юпитер
10177,scenda,,спускается
10179,ladra,,воровка
10180,afferra,,хватает
10181,scadente,,низкокачественный
10182,corvo,,ворон
10183,durera,,продлится
10184,canadese,,канадец/канадский
10186,proteggerco,,защитить нас
10190,mastro,,мастер
10191,affamata,,голодная
10192,yankee,,янки
10193,razionale,,рациональный
10194,sportiva,,спортивная
10197,imprevedibile,,непредсказуемый
10198,conoscermo,,узнать
10201,complico,,усложняю
10207,smetto,,перестаю
10208,incontriamoco,,встретимся
10209,renderla,,сделать её
10210,corridoo,,коридор
10211,ricordatevo,,вспомните
10214,marziale,,военный/боевой
10215,sollevata,,облегчённая/поднятая
10216,hale,,Хейли
10217,causata,,вызванная
10220,fidatevo,,доверьтесь
10228,emergenze,,чрезвычайные ситуации
10232,esausta,,истощённая
10234,giuda,,Иуда
